movieId,count1,count2,count3,count4,count5
1046,0,0,0,2,2
1047,0,4,13,13,3
1049,0,3,6,8,4
1050,0,0,0,5,0
1051,0,0,1,1,1
1053,0,0,1,0,0
1054,0,1,0,0,0
1055,1,1,0,0,0
1056,0,1,4,2,0
1057,0,1,7,4,3
1059,1,1,11,12,11
1060,2,3,5,17,9
1061,1,0,8,14,6
1064,1,3,2,6,1
1066,0,0,0,2,2
1068,0,0,0,1,0
1073,3,2,26,52,36
1076,0,0,0,0,0
1077,0,1,7,15,5
1078,0,2,4,3,2
1079,0,5,13,28,25
1080,4,6,7,33,39
1081,0,2,2,6,2
1082,0,0,2,4,0
1083,0,1,2,3,0
1084,0,0,6,17,12
1085,0,0,1,1,0
1086,0,0,2,16,7
1088,3,2,12,18,7
1089,1,2,13,54,61
1090,2,1,8,30,22
1091,2,6,9,3,1
1092,1,4,22,17,3
1093,2,1,14,15,5
1094,2,3,15,16,6
1095,0,2,4,6,3
1096,0,0,3,2,5
1097,4,10,21,48,39
1099,0,1,0,3,0
1100,4,3,5,6,1
1101,5,7,28,31,12
1103,0,0,2,8,5
1104,0,0,2,5,13
1105,0,0,0,1,2
1107,1,0,0,1,0
1111,0,0,0,3,1
1112,0,0,0,1,1
1114,0,0,1,0,0
1116,0,0,0,1,0
1117,0,0,0,1,0
1119,0,0,1,0,0
1120,0,1,7,18,1
1121,0,0,0,1,0
1123,0,0,0,1,1
1124,1,1,1,7,3
1125,1,1,4,15,3
1126,0,4,0,0,2
1127,3,2,17,34,6
1128,1,2,0,2,0
1129,1,4,14,14,6
1130,0,2,1,2,0
1131,0,0,1,7,3
1132,0,0,0,7,1
1135,0,1,9,3,0
1136,2,4,13,49,68
1137,0,0,0,1,0
1140,0,0,0,0,1
1144,0,0,0,1,0
1147,0,0,3,4,3
1148,2,2,7,19,26
1150,0,0,0,2,1
1151,0,0,0,0,2
1156,0,0,0,1,0
1161,0,0,0,3,0
1162,0,0,1,0,0
1163,1,0,0,0,0
1167,0,0,1,1,0
1170,0,1,1,0,0
1171,0,1,10,5,1
1172,2,0,3,13,16
1173,2,0,3,6,0
1175,0,1,3,13,4
1176,0,0,1,1,1
1177,0,0,1,4,1
1178,0,0,0,4,8
1179,1,3,5,12,6
1180,0,0,1,0,0
1183,1,2,13,19,10
1184,0,0,2,3,2
1185,0,0,2,6,2
1186,2,1,5,8,7
1187,0,1,1,2,1
1188,2,1,5,7,7
1189,0,0,1,7,3
1190,0,1,3,2,0
1191,0,1,2,2,1
1192,0,0,0,2,3
1193,1,1,15,52,64
1194,1,1,2,4,3
1196,1,6,24,72,108
1197,0,3,16,48,75
1198,3,2,12,94,89
1199,0,2,6,23,28
1200,3,7,18,44,54
1201,1,2,7,30,32
1202,0,0,1,5,1
1203,3,0,3,23,28
1204,0,2,4,14,25
1206,4,4,15,47,50
1207,1,0,10,22,25
1208,0,3,13,37,54
1209,0,0,2,5,11
1210,2,8,21,73,92
1211,1,0,2,6,4
1212,1,0,3,6,14
1213,0,2,7,56,61
1214,2,10,16,64,54
1215,0,3,6,21,21
1216,0,1,5,2,3
1217,0,0,0,8,7
1218,1,0,0,6,4
1219,1,2,15,30,35
1220,2,2,20,36,24
1221,2,1,12,46,68
1222,1,2,14,42,43
1223,1,1,2,10,14
1224,0,1,2,10,6
1225,0,1,10,29,36
1226,0,1,2,2,1
1227,0,0,4,6,6
1228,0,1,5,15,19
1230,1,6,9,19,23
1231,1,1,3,11,6
1232,0,1,2,3,2
1233,0,0,5,16,19
1234,2,2,7,30,23
1235,0,0,3,9,14
1236,0,0,0,2,1
1237,0,0,2,8,8
1238,0,0,2,4,3
1240,3,2,17,76,33
1241,1,0,1,2,6
1242,0,0,4,23,14
1243,1,0,4,4,7
1244,0,1,4,15,13
1245,0,0,2,9,9
1246,2,4,12,32,36
1247,1,4,10,28,36
1248,0,0,2,6,9
1249,0,0,4,19,12
1250,2,1,5,14,23
1251,0,0,3,4,7
1252,0,3,2,24,30
1253,0,0,7,13,5
1254,1,0,5,6,4
1255,1,0,3,1,1
1256,1,2,3,10,7
1257,0,3,8,8,8
1258,0,3,11,54,41
1259,0,2,13,49,27
1260,1,1,1,9,3
1261,0,2,4,15,13
1262,1,0,5,17,20
1263,2,2,8,15,16
1264,0,0,1,4,0
1265,2,3,27,62,49
1266,0,1,6,20,18
1267,0,1,2,13,14
1268,0,0,4,4,1
1269,1,0,4,14,10
1270,2,7,19,75,68
1271,0,3,9,13,5
1272,2,0,5,8,18
1273,0,0,2,6,3
1274,4,2,3,17,13
1275,0,5,10,18,15
1276,0,0,3,28,26
1277,0,0,2,6,4
1278,1,2,10,33,23
1279,0,1,0,3,4
1280,0,0,0,5,4
1281,0,0,2,6,7
1282,2,3,8,24,16
1283,0,0,3,7,9
1284,0,1,1,5,7
1285,2,0,12,16,11
1286,0,2,3,1,1
1287,1,1,5,14,13
1288,0,2,9,33,22
1289,0,0,3,5,3
1290,0,2,4,2,2
1291,2,2,15,71,50
1292,0,0,7,5,8
1293,1,0,5,14,7
1295,1,2,3,3,2
1296,1,1,1,10,4
1297,0,1,6,10,3
1298,1,1,5,10,6
1299,1,2,1,13,11
1300,0,0,1,4,4
1301,0,1,1,9,2
1302,3,4,17,19,13
1303,0,0,3,8,6
1304,1,2,13,24,22
1305,0,0,2,2,0
1306,1,1,1,2,0
1307,0,2,17,40,26
1310,0,0,0,0,1
1312,0,1,1,0,0
1318,0,1,0,0,0
1320,2,6,18,19,2
1321,1,2,6,12,2
1322,1,2,0,0,0
1323,1,2,0,0,0
1324,2,1,0,0,0
1325,1,1,0,0,0
1326,2,2,0,0,0
1327,2,5,5,1,2
1328,2,0,0,0,0
1329,0,1,0,1,0
1330,2,2,0,0,0
1331,0,1,0,0,0
1332,0,0,1,2,0
1333,1,2,10,26,5
1334,0,3,1,1,1
1335,1,0,0,0,0
1336,1,0,0,0,0
1337,0,0,0,0,1
1339,0,4,8,14,3
1340,0,0,2,1,0
1341,0,0,1,0,1
1342,2,3,3,3,0
1343,0,0,7,13,5
1344,0,0,1,10,3
1345,3,1,12,15,5
1346,1,2,2,3,0
1347,2,6,7,9,3
1348,0,1,5,9,1
1349,0,0,0,0,1
1350,0,0,7,9,6
1351,0,2,1,0,0
1352,0,1,1,0,0
1353,0,1,1,1,1
1354,0,1,0,3,3
1355,1,1,1,0,0
1356,3,3,17,38,30
1357,1,0,2,14,7
1358,2,2,8,21,14
1359,3,2,6,6,1
1361,0,0,1,3,2
1363,0,0,3,1,1
1365,0,0,2,4,0
1366,0,0,1,3,1
1367,3,4,25,12,3
1370,1,7,22,30,8
1371,3,7,19,14,2
1372,4,4,10,18,6
1373,4,8,11,6,1
1374,3,3,14,21,21
1375,1,4,16,20,1
1376,3,4,10,18,8
1377,3,11,23,20,3
1378,2,3,9,10,1
1379,1,4,2,2,2
1380,6,8,22,22,10
1381,6,3,9,1,0
1382,1,2,1,0,0
1385,2,5,11,4,2
1387,1,4,15,36,35
1388,2,5,7,2,1
1389,3,3,0,0,0
1390,1,3,3,2,0
1391,8,15,25,27,11
1392,0,0,1,1,2
1393,3,4,20,42,16
1394,1,4,6,25,22
1395,0,1,3,1,0
1396,0,1,18,25,2
1397,0,0,0,2,0
1398,0,0,1,0,0
1399,0,1,2,2,0
1401,0,1,0,2,0
1405,3,9,6,10,3
1406,0,0,0,1,1
1407,7,6,23,23,11
1408,0,1,12,15,11
1409,4,5,9,4,1
1411,0,1,3,6,6
1412,0,0,0,1,0
1413,0,0,0,1,1
1414,0,3,2,3,0
1415,1,0,0,1,0
1416,0,3,2,4,3
1417,0,0,1,1,0
1419,0,0,0,1,1
1422,1,0,2,1,0
1423,0,0,0,1,0
1425,0,1,5,2,0
1426,1,0,0,0,0
1427,1,0,0,0,0
1428,0,0,2,0,0
1429,0,2,5,11,2
1430,0,0,2,1,0
1431,3,5,3,5,0
1432,1,2,1,3,0
1437,0,0,0,1,1
1438,2,9,8,4,1
1439,1,0,2,0,0
1440,1,1,0,0,0
1441,1,1,7,6,4
1442,0,1,0,4,0
1445,2,2,3,0,0
1446,0,0,0,3,4
1447,0,0,2,2,0
1449,0,1,6,10,7
1453,1,1,1,0,0
1454,0,0,2,3,1
1456,0,1,0,0,0
1457,1,1,4,5,1
1458,0,0,0,1,0
1459,1,3,6,2,0
1460,0,0,1,1,0
1461,2,2,3,1,0
1464,1,4,2,6,4
1465,0,1,0,2,0
1466,0,2,14,25,11
1468,2,1,0,1,1
1473,0,0,0,1,0
1474,2,5,3,1,0
1475,0,0,0,1,0
1476,0,3,7,11,5
1477,0,0,0,1,0
1479,1,4,14,6,5
