movie_id,genre_id
357,9
358,15
359,14
359,15
359,9
360,1
360,14
361,14
361,15
361,9
362,18
362,3
362,9
363,6
364,18
364,12
364,3
364,15
364,8
364,11
365,15
366,15
366,20
366,13
366,10
367,1
367,14
367,5
367,4
368,18
368,14
368,2
369,15
370,1
370,14
371,14
371,15
372,14
372,15
372,9
373,10
374,3
374,14
376,1
376,10
377,1
377,9
377,10
378,14
378,9
379,1
379,7
379,10
380,1
380,18
380,14
380,9
380,10
381,15
381,9
382,15
382,20
382,9
382,10
383,2
384,1
384,5
384,15
385,15
386,15
387,1
387,14
388,15
389,15
389,9
389,19
390,1
390,5
390,15
391,5
391,15
393,1
393,18
393,4
405,1
405,4
406,15
407,20
407,10
408,15
409,5
409,15
410,3
410,14
410,4
412,15
413,14
414,14
415,14
415,10
416,2
417,14
417,9
418,15
419,14
420,1
420,14
420,5
420,10
421,18
421,3
421,15
422,10
423,1
423,10
424,15
425,15
425,9
426,20
426,7
426,10
427,15
427,13
427,9
427,10
428,15
429,14
430,14
430,15
431,5
431,15
432,18
432,14
432,2
433,14
434,1
434,18
434,10
435,14
435,7
436,15
436,10
437,14
438,1
438,14
438,15
440,14
440,9
441,14
442,1
442,18
442,7
444,14
444,9
445,14
446,15
446,9
448,15
449,14
450,14
450,15
451,15
451,13
451,9
452,15
453,14
453,9
454,15
454,10
455,18
455,3
455,15
456,5
456,15
456,10
457,10
458,15
458,2
459,1
459,18
459,5
459,15
459,9
459,10
460,14
461,15
461,9
464,1
464,18
464,5
464,10
466,1
466,14
466,19
467,14
468,14
468,9
469,15
469,9
470,14
471,14
472,14
472,15
473,14
473,19
474,1
474,10
475,15
476,14
476,15
477,15
477,8
478,14
478,5
478,15
479,1
479,5
479,10
480,1
480,18
480,7
480,10
481,15
481,10
482,5
482,15
482,10
484,18
484,3
485,1
485,18
485,14
485,4
486,14
487,14
487,2
488,15
488,9
489,14
490,10
491,15
492,14
492,13
493,1
493,5
493,15
494,1
494,18
494,10
495,15
496,14
496,15
496,9
496,10
497,14
497,9
499,14
499,9
500,14
500,15
501,15
502,1
502,3
502,9
504,1
504,15
504,7
505,14
506,15
506,4
506,9
507,5
507,15
507,10
508,15
509,15
509,9
510,15
511,1
511,15
512,20
512,7
513,14
513,13
513,9
514,14
515,15
515,9
516,14
516,15
517,1
517,15
517,13
518,14
519,1
519,5
519,15
519,7
519,10
520,14
521,5
521,10
522,1
522,15
523,15
524,15
526,15
527,15
527,19
528,14
528,15
529,15
531,3
531,15
532,14
532,5
532,20
533,1
533,18
533,4
533,13
534,15
534,9
535,15
536,15
537,15
538,15
539,14
539,15
539,9
540,10
541,1
541,7
541,10
542,14
542,15
542,9
543,14
543,9
543,10
544,1
544,5
546,1
546,18
546,3
546,14
546,4
546,7
547,1
547,18
547,10
548,1
548,13
548,10
549,15
549,8
550,14
550,9
551,12
551,3
551,4
551,8
552,1
552,18
552,14
552,9
553,1
553,15
553,2
555,5
555,10
556,6
558,1
558,18
558,12
558,3
558,4
562,14
562,15
563,15
563,9
564,14
567,14
567,15
568,14
568,15
569,14
569,15
573,15
574,14
574,15
575,3
575,14
577,18
577,3
577,15
579,5
579,10
580,15
581,6
583,14
583,15
585,14
586,3
586,14
587,14
587,15
587,4
587,9
587,10
588,18
588,12
588,3
588,14
588,8
589,1
589,7
590,18
590,15
590,2
592,1
592,5
592,10
593,5
593,20
593,10
594,12
594,3
594,15
594,4
594,8
595,12
595,3
595,4
595,8
595,9
595,11
596,12
596,3
596,4
596,8
597,14
597,9
599,18
599,2
600,1
600,14
600,5
602,6
605,15
605,9
606,4
606,20
608,14
608,5
608,15
608,10
609,18
609,3
610,1
610,18
610,12
610,20
610,7
611,1
611,20
611,7
612,14
613,15
613,9
615,14
615,15
616,12
616,3
617,14
617,15
618,14
618,9
619,14
626,14
627,15
627,10
628,5
628,15
628,13
628,10
631,18
631,12
631,3
631,4
631,8
631,9
632,15
632,19
633,14
634,14
635,14
635,15
636,15
637,14
638,9
639,14
639,15
640,15
640,10
645,15
647,1
647,5
647,15
647,19
648,1
648,18
648,13
648,10
649,14
649,15
650,15
653,1
653,18
653,4
656,14
661,18
661,12
661,3
661,4
661,8
662,10
663,14
665,14
665,15
665,19
667,1
668,15
670,15
671,14
671,7
673,18
673,12
673,3
673,14
673,4
673,7
674,18
674,14
674,7
678,15
678,10
679,15
680,15
680,13
680,9
680,7
680,10
685,15
688,1
688,18
688,14
688,19
691,14
691,9
692,1
692,7
692,10
694,1
694,5
694,15
695,13
695,10
697,15
697,9
698,15
700,14
703,15
704,1
704,18
706,15
707,5
707,15
707,10
708,14
708,9
709,18
709,12
709,3
709,14
709,8
710,14
711,18
711,3
714,15
714,13
714,2
715,15
715,9
718,14
718,4
718,7
719,14
720,18
720,12
720,14
722,6
724,15
724,4
724,20
724,10
725,14
726,15
728,14
731,5
731,10
733,1
733,18
733,10
735,20
736,1
736,18
736,9
736,10
737,1
737,7
741,12
741,7
742,20
742,10
743,14
745,12
745,3
745,14
747,14
748,1
748,7
748,10
750,14
750,19
757,15
759,6
760,15
760,19
761,1
761,18
762,14
762,5
764,15
764,9
765,14
765,15
766,15
773,15
775,20
775,13
778,14
778,5
778,15
779,15
779,9
780,1
780,18
780,7
780,10
781,15
782,15
782,10
783,12
783,3
783,15
783,8
783,9
784,14
784,10
785,14
786,1
786,15
786,10
788,14
788,4
788,9
788,7
790,15
791,6
795,15
798,1
798,18
798,15
798,10
799,14
799,20
799,10
800,15
800,13
800,2
801,3
801,14
802,15
802,9
803,14
803,15
803,9
804,14
804,9
805,15
805,10
806,5
806,15
808,18
808,3
809,1
809,18
810,3
810,14
810,4
813,14
818,14
823,15
824,15
824,13
828,18
828,3
829,14
829,4
829,8
830,14
832,5
832,10
833,14
835,15
836,1
836,18
836,10
837,3
837,14
837,4
838,14
838,15
838,9
839,1
839,10
840,3
840,14
841,20
842,14
842,20
848,15
849,1
849,18
849,7
849,10
851,15
852,14
852,15
852,9
858,5
858,15
861,1
861,14
861,5
861,10
866,5
866,15
866,9
866,10
867,14
867,5
869,5
869,15
869,8
869,10
870,14
875,1
875,5
875,15
876,1
876,14
876,5
876,10
879,20
879,10
880,7
880,10
881,3
881,14
882,15
882,10
885,3
885,15
885,4
886,1
886,14
886,5
888,18
888,12
888,3
888,8
889,15
889,9
891,20
891,10
892,14
892,15
892,9
893,15
896,15
897,18
897,15
897,9
897,19
898,14
898,15
898,9
899,14
899,8
899,9
900,8
900,9
901,14
901,8
902,15
902,9
903,15
903,13
903,9
903,10
904,13
904,10
905,14
905,9
906,15
906,10
907,14
907,8
907,9
908,1
908,18
908,13
908,9
908,10
909,14
909,15
909,9
910,14
910,5
911,14
911,5
911,13
911,9
911,10
912,15
912,9
913,17
913,13
914,14
914,15
914,8
914,9
915,14
915,9
916,14
916,15
916,9
917,3
917,15
918,8
919,18
919,3
919,4
919,8
920,15
920,9
920,19
921,14
922,15
922,17
922,9
923,15
923,13
924,18
924,15
924,7
926,15
927,14
928,15
928,13
928,9
928,10
929,15
929,17
929,13
929,10
930,17
930,9
930,10
931,13
931,9
931,10
932,15
932,9
933,5
933,13
933,9
933,10
934,14
935,14
935,8
936,14
936,9
937,14
937,9
938,8
940,1
940,18
940,9
941,18
942,5
942,17
942,13
943,15
943,4
943,9
944,15
945,14
945,8
945,9
946,14
946,15
946,19
947,14
947,9
948,15
948,9
948,2
949,15
950,14
950,5
951,14
951,9
952,18
952,14
953,3
953,15
953,4
953,9
954,15
955,14
955,9
956,15
956,9
959,15
961,15
963,8
965,15
965,13
965,10
968,20
968,7
968,10
969,18
969,14
969,9
969,19
970,18
970,14
970,5
970,15
970,9
971,15
973,14
973,15
976,9
976,19
979,15
979,19
981,15
982,15
984,14
984,15
986,18
986,3
987,15
987,9
988,14
988,15
990,1
990,18
990,10
991,15
993,15
994,14
994,15
996,1
996,5
996,15
996,10
998,1
998,5
999,5
999,17
1003,15
1003,10
1004,1
1004,10
1005,3
1005,14
1006,15
1007,3
1007,14
1007,2
1008,18
1008,2
1009,18
1009,3
1009,4
1010,3
1010,14
1011,3
1011,14
1011,4
1011,9
1012,3
1012,15
1013,3
1013,14
1013,9
1014,3
1014,14
1014,15
1015,18
1015,3
1015,15
1016,3
1016,14
1017,18
1017,3
1018,3
1018,14
1018,13
1019,18
1019,15
1019,7
1020,14
1021,3
1021,14
1022,12
1022,3
1022,4
1022,8
1022,9
1023,12
1023,3
1023,8
1024,12
1024,3
1024,8
1025,12
1025,3
1025,4
1025,8
1027,18
1027,15
1028,3
1028,14
1028,4
1028,8
1029,12
1029,3
1029,15
1029,8
1030,18
1030,12
1030,3
1030,8
1031,18
1031,3
1031,8
1032,18
1032,12
1032,3
1032,4
1032,8
1033,12
1033,3
1033,15
1034,14
1034,5
1034,15
1034,10
1035,8
1035,9
1036,1
1036,5
1036,10
1037,1
1037,20
1037,7
1037,10
1040,15
1041,15
1042,14
1042,15
1043,15
1043,9
1046,15
1046,9
1047,1
1047,15
1047,10
1049,1
1049,18
1050,6
1050,15
1051,15
1053,5
1053,15
1053,9
1054,15
1055,10
1056,15
1057,14
1057,8
1057,9
1059,15
1059,9
1060,14
1060,15
1061,10
1064,12
1064,3
1064,14
1064,4
1064,8
1064,9
1066,14
1066,8
1066,9
1068,5
1068,17
1073,3
1073,14
1073,4
1073,8
1076,15
1076,20
1076,10
1077,14
1077,7
1078,14
1078,19
1079,14
1079,5
1080,14
1081,14
1081,8
1081,9
1082,15
1083,14
1083,8
1084,5
1084,15
1085,18
1085,15
1086,5
1086,13
1086,10
1088,15
1088,8
1088,9
1089,5
1089,13
1089,10
1090,15
1090,19
1091,14
1092,5
1092,13
1092,10
1093,15
1094,15
1094,9
1094,10
1095,15
1096,15
1097,3
1097,15
1097,7
1099,3
1099,15
1099,4
1100,1
1100,15
1100,9
1101,1
1101,9
1103,15
1104,15
1105,20
1107,14
1111,6
1112,1
1112,14
1112,15
1114,5
1114,15
1116,15
1117,15
1119,15
1120,14
1120,15
1121,15
1123,6
1124,15
1125,14
1125,5
1126,14
1126,4
1127,1
1127,18
1127,7
1127,10
1128,20
1129,1
1129,18
1129,7
1129,10
1130,20
1130,13
1131,15
1131,13
1132,15
1135,14
1136,18
1136,14
1136,4
1137,9
1140,15
1144,6
1147,6
1148,12
1148,3
1148,14
1148,5
1150,15
1151,12
1151,14
1151,15
1151,4
1156,15
1161,15
1161,19
1162,14
1162,15
1163,15
1167,14
1170,1
1171,14
1172,15
1173,14
1173,15
1175,14
1175,15
1175,9
1176,15
1176,4
1176,9
1177,15
1177,9
1178,15
1178,19
1179,5
1179,15
1179,17
1180,14
1183,15
1183,9
1183,19
1184,14
1184,15
1185,15
1186,15
1187,15
1188,14
1188,9
1189,6
1190,5
1190,15
1190,9
1191,6
1191,8
1192,6
1193,15
1194,14
1196,1
1196,18
1196,7
1197,1
1197,18
1197,14
1197,4
1197,9
1198,1
1198,18
1199,4
1199,7
1200,1
1200,18
1200,20
1200,7
1201,1
1201,18
1201,2
1202,14
1203,15
1204,18
1204,15
1204,19
1206,5
1206,15
1206,7
1206,10
1207,15
1208,1
1208,15
1208,19
1209,1
1209,15
1209,2
1210,1
1210,18
1210,7
1211,15
1211,4
1211,9
1212,17
1212,13
1212,10
1213,5
1213,15
1214,20
1214,7
1215,1
1215,18
1215,14
1215,4
1215,20
1216,18
1216,15
1216,9
1217,15
1217,19
1218,1
1218,5
1218,15
1218,10
1219,5
1219,20
1220,1
1220,14
1220,8
1221,5
1221,15
1222,15
1222,19
1223,18
1223,12
1223,3
1223,14
1223,7
1224,1
1224,15
1224,9
1224,19
1225,15
1226,15
1226,9
1227,5
1227,15
1228,15
1230,14
1230,9
1231,15
1232,15
1232,13
1232,7
1233,1
1233,15
1233,19
1234,14
1234,5
1235,14
1235,15
1235,9
1236,14
1236,15
1236,9
1237,15
1238,14
1240,1
1240,7
1240,10
1241,14
1241,4
1241,20
1242,15
1242,19
1243,14
1243,15
1244,14
1244,15
1244,9
1245,5
1245,15
1245,17
1245,10
1246,15
1247,14
1247,15
1247,9
1248,5
1248,17
1248,10
1249,1
1249,5
1249,9
1249,10
1250,18
1250,15
1250,19
1251,15
1251,4
1252,5
1252,17
1252,13
1252,10
1253,15
1253,7
1253,10
1254,1
1254,18
1254,15
1254,2
1255,14
1255,20
1255,7
1256,14
1256,8
1256,19
1257,14
1257,9
1258,20
1259,18
1259,15
1260,5
1260,17
1260,10
1261,1
1261,14
1261,4
1261,20
1262,1
1262,18
1262,15
1262,19
1263,15
1263,19
1264,1
1264,15
1264,13
1264,9
1264,10
1265,14
1265,4
1265,9
1266,15
1266,2
1267,5
1267,10
1267,19
1268,14
1268,15
1269,14
1269,13
1269,10
1270,18
1270,14
1270,7
1271,14
1271,5
1271,15
1272,15
1272,19
1273,14
1273,15
1273,17
1274,1
1274,18
1274,12
1274,7
1275,1
1275,18
1275,4
1276,15
1277,14
1277,15
1277,9
1278,14
1278,4
1279,14
1279,15
1280,15
1281,14
1281,15
1281,19
1282,12
1282,3
1282,4
1282,8
1283,15
1283,2
1284,5
1284,17
1284,13
1285,14
1286,15
1286,9
1287,1
1287,18
1287,15
1288,14
1289,6
1290,15
1290,9
1291,1
1291,18
1292,14
1292,15
1293,15
1295,15
1296,15
1296,9
1297,14
1298,15
1298,8
1299,15
1299,19
1300,14
1300,15
1301,15
1301,7
1302,3
1302,15
1302,4
1303,18
1303,15
1304,1
1304,2
1305,15
1305,9
1306,18
1306,15
1306,7
1307,14
1307,9
1310,6
1312,15
1318,14
1318,15
1320,1
1320,20
1320,7
1320,10
1321,14
1321,20
1321,10
1322,20
1323,20
1324,20
1325,20
1326,20
1327,15
1327,20
1327,13
1327,10
1328,20
1329,20
1330,20
1331,20
1332,20
1332,10
1333,20
1333,10
1334,20
1334,7
1335,20
1335,13
1336,20
1336,10
1337,15
1337,20
1337,10
1339,4
1339,20
1339,9
1339,10
1340,15
1340,20
1340,7
1341,20
1342,20
1342,10
1343,10
1344,5
1344,15
1344,10
1345,15
1345,4
1345,20
1345,10
1346,15
1346,4
1346,20
1347,20
1347,10
1348,20
1349,20
1350,20
1350,13
1350,10
1351,5
1351,15
1351,10
1352,5
1352,10
1353,14
1353,15
1353,9
1354,15
1354,13
1355,20
1355,10
1356,1
1356,18
1356,7
1356,10
1357,15
1357,9
1358,15
1359,3
1359,14
1361,6
1363,15
1365,15
1366,15
1367,18
1367,3
1367,14
1370,1
1370,18
1370,10
1371,18
1371,7
1372,1
1372,13
1372,7
1373,1
1373,7
1374,1
1374,18
1374,7
1374,10
1375,1
1375,18
1375,7
1376,18
1376,14
1376,7
1377,1
1377,5
1378,1
1378,14
1378,2
1379,1
1379,2
1380,14
1380,8
1380,9
1381,14
1381,8
1381,9
1382,1
1382,15
1385,1
1385,15
1385,10
1387,1
1387,20
1388,20
1388,10
1389,1
1389,20
1390,14
1391,1
1391,14
1391,7
1392,14
1392,15
1393,15
1393,9
1394,14
1395,14
1395,15
1396,1
1396,14
1396,5
1396,15
1396,7
1397,15
1398,9
1398,19
1399,15
1401,15
1405,18
1405,12
1405,14
1405,5
1406,5
1406,15
1406,13
1406,10
1407,14
1407,20
1407,13
1407,10
1408,1
1408,9
1408,19
1408,2
1409,14
1409,15
1409,4
1409,9
1411,5
1411,15
1411,9
1412,15
1413,15
1414,14
1415,5
1415,15
1415,9
1416,15
1416,8
1417,15
1419,18
1419,15
1422,5
1422,15
1422,13
1422,10
1423,15
1425,14
1426,3
1427,1
1427,10
1428,15
1429,1
1429,18
1429,14
1429,10
1430,14
1430,10
1431,1
1431,14
1432,1
1432,14
1432,5
1432,15
1432,10
1437,15
1438,1
1438,10
1439,14
1440,14
1441,14
1441,9
1442,15
1445,14
1445,19
1446,14
1446,15
1447,5
1449,14
1453,14
1453,9
1454,14
1454,15
1456,14
1457,14
1457,15
1457,9
1458,15
1458,4
1458,9
1459,13
1459,10
1460,3
1460,14
1460,13
1461,14
1464,5
1464,15
1464,4
1464,17
1464,13
1464,9
1465,1
1465,15
1466,5
1466,15
1468,14
1468,9
1473,1
1473,14
1473,5
1473,15
1474,3
1474,14
1475,9
1476,14
1476,15
1477,9
1479,1
1479,9
1479,7
1479,10
1480,15
1480,10
1483,15
1483,10
1484,14
1484,15
1484,13
1484,9
1485,14
1487,15
1487,8
1488,1
1488,15
1488,10
1489,12
1489,3
1489,8
1490,14
1493,9
1495,1
1495,18
1495,3
1496,15
1496,9
1497,1
1498,15
1498,9
1499,1
1499,18
1499,10
1500,14
1500,5
1500,9
1502,15
1502,9
1503,14
1507,15
1507,19
1513,14
1514,9
1515,1
1515,15
1515,10
1516,14
1517,1
1517,18
1517,14
1518,1
1518,10
1519,15
1526,14
1527,1
1527,18
1527,14
1527,7
1529,14
1529,15
1533,15
1537,14
1537,15
1537,9
1541,14
1541,9
1542,14
1542,15
1542,9
1544,1
1544,18
1544,7
1544,10
1545,15
1546,14
1547,3
1547,15
1549,15
1549,9
1550,14
1550,9
1551,18
1551,3
1551,15
1552,1
1552,18
1552,10
1554,15
1554,9
1556,1
1556,9
1556,10
1562,1
1562,18
1562,4
1562,10
1564,14
1564,15
1564,9
1565,14
1565,10
1566,18
1566,12
1566,3
1566,14
1566,8
1569,14
1569,9
1571,14
1571,9
1572,15
1573,1
1573,5
1573,15
1573,10
1574,9
1580,1
1580,14
1580,7
1581,14
1582,18
1582,3
1583,3
1583,4
1584,15
1584,7
1585,14
1586,1
1586,15
1587,1
1587,18
1587,4
1588,3
1588,14
1589,1
1589,5
1589,15
1589,10
1590,20
1590,7
1590,10
1591,1
1591,18
1591,7
1591,10
1592,3
1592,14
1593,14
1593,9
1594,14
1594,15
1596,15
1597,15
1597,13
1597,9
1597,10
1598,5
1598,15
1598,10
1599,1
1600,15
1600,9
1601,5
1601,15
1601,17
1602,14
1603,20
1603,7
1603,10
1604,1
1604,14
1605,18
1605,9
1606,1
1606,18
1608,1
1608,10
1609,15
1609,10
1610,1
1610,18
1610,10
1611,15
1611,9
1612,14
1613,15
1614,14
1615,18
1615,15
1616,1
1616,10
1616,19
1617,5
1617,17
1617,13
1617,10
1619,18
1619,15
1619,19
1620,5
1620,15
1620,13
1620,10
1621,15
1623,20
1624,15
1625,15
1625,13
1625,10
1626,1
1626,15
1626,10
1627,5
1627,15
1627,13
1629,14
1629,9
1631,1
1631,10
1633,15
1635,15
1639,14
1639,15
1639,9
1641,14
1641,15
1642,14
1642,15
1643,15
1643,9
1644,20
1644,13
1644,10
1645,15
1645,13
1645,10
1646,3
1646,14
1646,9
1646,7
1647,5
1647,15
1647,10
1648,14
1648,15
1649,6
1650,15
1652,6
1653,15
1653,7
1653,10
1654,3
1654,15
1654,4
1655,15
1655,20
1655,10
1656,15
1656,9
1658,9
1658,10
1659,15
1660,15
1661,5
1661,13
1661,10
1662,5
1663,14
1663,19
1665,14
1667,1
1667,15
1670,15
1670,19
1671,5
1671,15
1671,10
1672,15
1673,15
1674,15
1674,9
1674,10
1675,5
1675,10
1676,1
1676,7
1677,14
1677,15
1678,15
1678,9
1679,14
1680,15
1680,9
1681,1
1681,18
1681,4
1682,14
1682,15
1682,7
1683,15
1683,9
1684,15
1684,9
1685,15
1685,9
1686,5
1686,10
1687,1
1687,10
1688,18
1688,12
1688,3
1688,15
1688,8
1689,14
1689,5
1689,10
1690,1
1690,20
1690,7
1693,15
1693,13
1694,15
1695,15
1696,15
1696,19
1699,14
1699,15
1701,14
1701,15
1702,3
1702,14
1702,4
1703,14
1704,15
1704,9
1707,3
1707,14
1711,5
1711,15
1711,13
1713,3
1713,14
1717,14
1717,20
1717,13
1717,10
1718,10
1719,15
1721,15
1721,9
1722,1
1722,18
1722,10
1726,1
1726,18
1726,15
1726,7
1727,15
1727,9
1729,5
1729,15
1729,10
1730,15
1731,14
1732,14
1732,5
1733,15
1733,9
1734,14
1734,15
1735,15
1735,9
1739,1
1739,3
1739,14
1746,14
1747,14
1748,18
1748,17
1748,7
1748,10
1752,1
1752,5
1752,10
1753,14
1754,5
1754,15
1754,4
1754,10
1755,14
1755,9
1757,15
1757,9
1759,15
1760,14
1762,1
1762,20
1762,7
1767,15
1767,9
1769,1
1769,5
1769,10
1770,5
1770,9
1770,10
1771,20
1772,1
1772,14
1772,8
1777,14
1777,9
1779,7
1779,10
1783,5
1783,15
1783,13
1783,9
1783,10
1784,14
1784,15
1784,9
1785,5
1785,10
1791,5
1791,15
1791,10
1792,1
1792,5
1792,10
1793,14
1794,14
1794,15
1797,6
1797,11
1798,10
1799,14
1799,5
1799,15
1799,13
1799,10
1801,1
1801,18
1801,15
1804,5
1804,15
1805,5
1805,15
1805,13
1805,10
1806,18
1806,3
1806,14
1807,15
1809,5
1809,15
1810,14
1810,15
1812,3
1812,14
1812,15
1816,14
1816,15
1821,14
1821,9
1824,14
1824,10
1825,14
1825,15
1826,18
1826,3
1827,14
1827,6
1829,15
1829,9
1831,1
1831,18
1831,7
1833,1
1833,15
1833,10
1834,5
1834,15
1834,13
1834,10
1835,15
1835,4
1835,9
1836,14
1836,15
1837,14
1839,14
1840,15
1841,15
1841,10
1844,15
1844,9
1845,14
1845,13
1845,10
1848,18
1848,3
1848,14
1848,4
1855,14
1856,6
1857,14
1858,1
1858,14
1859,15
1860,15
1862,20
1862,7
1863,14
1866,1
1866,14
1866,5
1867,1
1867,18
1870,14
1870,15
1873,5
1873,15
1873,9
1873,19
1875,14
1876,15
1876,7
1876,10
1881,18
1881,12
1881,3
1881,4
1881,8
1882,1
1882,7
1882,10
1883,14
1883,15
1883,9
1884,18
1884,14
1884,15
1885,14
1885,15
1885,9
1887,18
1887,14
1887,2
1888,14
1888,15
1888,9
1889,15
1889,13
1889,10
1891,20
1891,10
1892,10
1893,15
1894,18
1894,14
1894,9
1895,14
1895,15
1895,9
1897,15
1897,9
1900,14
1900,15
1902,15
1902,9
1904,14
1904,15
1906,14
1906,9
1907,18
1907,12
1907,3
1907,14
1907,15
1907,8
1907,9
1909,1
1909,5
1909,13
1909,7
1909,10
1910,14
1910,5
1910,15
1911,14
1912,14
1912,5
1912,15
1912,9
1912,10
1913,15
1913,13
1914,14
1914,15
1916,15
1916,9
1917,1
1917,9
1917,7
1917,10
1918,1
1918,14
1918,5
1918,10
1919,3
1919,14
1920,12
1920,3
1920,4
1920,19
1921,15
1921,7
1921,10
1922,15
1923,14
1923,9
1924,20
1924,7
1926,8
1927,1
