movie_id,director
388,"Brian Sloan, Raoul O'Connell, Robert Lee King"
389,Yves Angelo
390,Russ Meyer
391,Doug McHenry
393,Steven E. de Souza
405,Andrew Morahan
406,Michael Corrente
407,John Carpenter
408,John G. Avildsen
409,Jeff Pollack
410,Barry Sonnenfeld
412,Martin Scorsese
413,Michael Lehmann
414,Paul Michael Glaser
415,John Badham
416,Jonathan Kaplan
417,Whit Stillman
418,Bill Forsyth
419,Penelope Spheeris
420,John Landis
421,Caroline Thompson
422,Michael Apted
423,Stephen Hopkins
424,William Friedkin
425,Tony Richardson
426,Abel Ferrara
427,Jennifer Lynch
428,Robert De Niro
429,Adam Resnick
430,John Whitesell
431,Brian De Palma
432,Paul Weiland
433,Mick Jackson
434,Renny Harlin
435,Steve Barron
436,Richard Rush
437,Michael Ritchie
438,Gregg Champion
440,Ivan Reitman
441,Richard Linklater
442,Marco Brambilla
444,Gus Van Sant
445,Carl Reiner
446,Chen Kaige
448,Peter Weir
449,Rusty Cundieff
450,Alek Keshishian
451,Steve Kloves
452,John Irvin
453,Barry Sonnenfeld
454,Sydney Pollack
455,Simon Wincer
456,Boaz Yakin
457,Andrew Davis
458,Walter Hill
459,Roger Donaldson
460,Howard Deutch
461,Rose Troche
464,John Woo
466,Jim Abrahams
467,Julianna Lavin
468,Christopher Monger
469,Bille August
470,Eric Meza
471,Joel Coen
472,James L. Brooks
473,Daniel Petrie Jr.
474,Wolfgang Petersen
475,Jim Sheridan
476,Matty Rich
477,Brian Gibson
478,Barry Levinson
479,Stephen Hopkins
480,Steven Spielberg
481,Dominic Sena
482,Roger Avary
484,Daniel Petrie
485,John McTiernan
486,James Lapine
487,Simon Wincer
488,David Cronenberg
489,Richard Benjamin
490,Harold Becker
491,Mel Gibson
492,Woody Allen
493,"Albert Hughes, Allen Hughes"
494,Stuart Baird
495,Nagisa Ōshima
496,Tom Noonan
497,Kenneth Branagh
499,Anthony Minghella
500,Chris Columbus
501,Mike Leigh
502,Christopher Cain
504,Martin Campbell
505,Rob Reiner
506,Sally Potter
507,Clint Eastwood
508,Jonathan Demme
509,Jane Campion
510,John Singleton
511,David S. Ward
512,Stuart Orme
513,Mel Smith
514,Ted Demme
515,James Ivory
516,Penny Marshall
517,Philip Kaufman
518,Alan Parker
519,Fred Dekker
520,Mel Brooks
521,Peter Medak
522,Geoffrey Wright
523,Victor Nunez
524,David Anspaugh
526,Cyril Collard
527,Steven Spielberg
528,Michael Ritchie
529,Steven Zaillian
531,Agnieszka Holland
532,John Waters
533,Russell Mulcahy
534,Richard Attenborough
535,Robert Altman
536,Gillies MacKinnon
537,John Duigan
538,Fred Schepisi
539,Nora Ephron
540,Phillip Noyce
541,Ridley Scott
542,Steve Rash
543,Thomas Schlamme
544,Rowdy Herrington
546,"Annabel Jankel, Rocky Morton"
547,Ernest R. Dickerson
548,Deran Sarafian
549,François Girard
550,Andrew Fleming
551,Henry Selick
552,Stephen Herek
553,George P. Cosmatos
555,Tony Scott
556,"D. A. Pennebaker, Chris Hegedus"
558,"Pixote Hunt, Joe Johnston"
562,Todd Solondz
563,Claude Berri
564,Dennis Hopper
567,Pedro Almodóvar
568,Gurinder Chadha
569,Andrew Scheinman
573,Lina Wertmüller
574,David O. Russell
575,Penelope Spheeris
577,George T. Miller
579,Ricky Tognazzi
580,Michael Austin
581,"Rob Epstein, Jeffrey Friedman"
583,Nanni Moretti
585,Betty Thomas
586,Chris Columbus
587,Jerry Zucker
588,"John Musker, Ron Clements"
589,James Cameron
590,Kevin Costner
592,Tim Burton
593,Jonathan Demme
594,"David Hand, Ben Sharpsteen, William Cottrell, Larry Morey, Perce Pearce, Wilfred Jackson"
595,"Gary Trousdale, Kirk Wise"
596,"Hamilton Luske, Ben Sharpsteen, T. Hee, Wilfred Jackson, Norman Ferguson, Jack Kinney, Bill Roberts"
597,Garry Marshall
599,Sam Peckinpah
600,C.M. Talkington
602,Jean Bach
605,Michael Hoffman
606,Bill Condon
608,Joel Coen
609,David R. Ellis
610,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker"
611,"Kevin Yagher, Alan Smithee"
612,Matt Reeves
613,Franco Zeffirelli
615,Franco Brusati
616,Wolfgang Reitherman
617,Pedro Almodóvar
618,Fernando Trueba
619,Bill Couturié
626,Martin Lawrence
627,Stacy Title
628,Gregory Hoblit
631,"Larry Leker, Paul Sabella"
632,Ken Loach
633,Hal Salwen
634,Jonathan R. Betuel
635,Richard Pearce
636,Todd Verow
637,Jonathan Lynn
638,Tim Sullivan
639,Spike Lee
640,Jeremiah S. Chechik
645,Claude Sautet
647,Edward Zwick
648,Brian De Palma
649,Fridrik Thor Fridriksson
650,Pen Densham
653,Rob Cohen
656,Steve Rash
661,Henry Selick
662,James Foley
663,Kelly Makin
665,Emir Kusturica
667,Alan Mehrez
668,Satyajit Ray
670,Satyajit Ray
671,Jim Mallon
673,Joe Pytka
674,Roger Vadim
678,George Hickenlooper
679,Peter Yates
680,Jean-Luc Godard
685,Randal Kleiser
688,Simon Wincer
691,Richard Benjamin
692,Norberto Barba
694,Robert Mandel
695,Pat Verducci
697,Steven Baigelman
698,Zalman King
700,Patrick Read Johnson
703,Stacy Cochran
704,Jean-Claude Van Damme
706,Steve Gomer
707,Lee Tamahori
708,Michael Lehmann
709,George Scribner
710,Tom DeCerchio
711,Alan Shapiro
714,Jim Jarmusch
715,Jean-Paul Rappeneau
718,Jean-Marie Poiré
719,Harold Ramis
720,"Dave Alex Riddett, Nick Park, Peter Lord, Richard Starzak, Luis Cook, David Sproxton, Peter Peake"
722,Brett Thompson
724,Andrew Fleming
725,Reginald Hudlin
726,Bruce Beresford
728,John Schlesinger
731,Phil Joanou
733,Michael Bay
735,Michele Soavi
736,Jan de Bont
737,David Hogan
741,Mamoru Oshii
742,Tom Holland
743,Rick Friedberg
745,Nick Park
747,John Landis
748,David Twohy
750,Stanley Kubrick
757,Wong Kar-wai
759,Freida Lee Mock
760,Joseph Vilsmaier
761,Simon Wincer
762,Andrew Bergman
764,James Mangold
765,Francis Ford Coppola
766,Mary Harron
773,Djibril Diop Mambéty
775,"Federico Fellini, Roger Vadim, Louis Malle"
778,Danny Boyle
779,Scott Winant
780,Roland Emmerich
781,Bernardo Bertolucci
782,Tony Scott
783,"Kirk Wise, Gary Trousdale"
784,Ben Stiller
785,"Bobby Farrelly, Peter Farrelly"
786,Chuck Russell
788,Tom Shadyac
790,Lucian Pintilie
795,Alexandre Rockwell
798,Rob Cohen
799,Peter Jackson
800,John Sayles
801,Bronwen Hughes
802,Jon Turteltaub
803,Nicole Holofcener
804,Edward Burns
805,Joel Schumacher
806,Michael Corrente
808,Fraser Clarke Heston
809,Kevin Hooks
810,Paul Michael Glaser
813,Howard Franklin
818,Arlene Sanford
823,Éric Rohmer
824,"Gernot Roll, Peter Sehr"
828,Steve Barron
829,John Payson
830,Hugh Wilson
832,Ron Howard
833,Hart Bochner
835,Annette Haywood-Carter
836,Andrew Davis
837,Danny DeVito
838,Douglas McGrath
839,Tim Pope
840,Harry Winer
841,Georges Franju
842,Gilbert Adler
848,Lee David Zlotoff
849,John Carpenter
851,Julian Schnabel
852,Ron Shelton
858,Francis Ford Coppola
861,Stanley Tong Gwai-Lai
866,"Lana Wachowski, Lilly Wachowski"
867,Arthur Hiller
869,Robert Altman
870,Christopher Cain
875,Izidore K. Musallam
876,Stanley Tong Gwai-Lai
879,Peter Hyams
880,"John Frankenheimer, Richard Stanley"
881,David Mickey Evans
882,David Koepp
885,Norman Jewison
886,Ernest R. Dickerson
888,Roy Allen Smith
889,Theo van Gogh
891,Joe Chappelle
892,Trevor Nunn
893,Keith Gordon
896,André Téchiné
897,Sam Wood
898,George Cukor
899,"Gene Kelly, Stanley Donen"
900,Vincente Minnelli
901,Stanley Donen
902,Blake Edwards
903,Alfred Hitchcock
904,Alfred Hitchcock
905,Frank Capra
906,George Cukor
907,Mark Sandrich
908,Alfred Hitchcock
909,Billy Wilder
910,Billy Wilder
911,Stanley Donen
912,Michael Curtiz
913,John Huston
914,George Cukor
915,Billy Wilder
916,William Wyler
917,Walter Lang
918,Vincente Minnelli
919,Victor Fleming
920,Victor Fleming
921,Richard Benjamin
922,Billy Wilder
923,Orson Welles
924,Stanley Kubrick
926,Joseph L. Mankiewicz
927,George Cukor
928,Alfred Hitchcock
929,Alfred Hitchcock
930,Alfred Hitchcock
931,Alfred Hitchcock
932,Leo McCarey
933,Alfred Hitchcock
934,Vincente Minnelli
935,Vincente Minnelli
936,Ernst Lubitsch
937,Billy Wilder
938,Vincente Minnelli
940,"Michael Curtiz, William Keighley"
941,Rouben Mamoulian
942,Otto Preminger
943,Joseph L. Mankiewicz
944,Frank Capra
945,Mark Sandrich
946,Ernst Lubitsch
947,Gregory La Cava
948,George Stevens
949,Elia Kazan
950,W.S. Van Dyke
951,Howard Hawks
952,Michael Anderson
953,Frank Capra
954,Frank Capra
955,Howard Hawks
956,George Stevens
959,John Cromwell
961,John Cromwell
963,Henry Koster
965,Alfred Hitchcock
968,George A. Romero
969,John Huston
970,John Huston
971,Richard Brooks
973,Frank Capra
976,Frank Borzage
979,Thaddeus O'Sullivan
981,Darrell James Roodt
982,Joshua Logan
984,Richard Schenkman
986,Carroll Ballard
987,Lance Young
988,Allison Anders
990,Ringo Lam Ling-Tung
991,Neil Jordan
993,Matthew Broderick
994,"Campbell Scott, Stanley Tucci"
996,Walter Hill
998,F. Gary Gray
999,John Herzfeld
1003,Michael Apted
1004,John Gray
1005,Rob Lieberman
1006,James Foley
1007,Norman Tokar
1008,Norman Foster
1009,John Hough
1010,Robert Stevenson
1011,Robert Stevenson
1012,Robert Stevenson
1013,David Swift
1014,David Swift
1015,Duwayne Dunham
1016,Charles Barton
1017,Ken Annakin
1018,Robert Stevenson
1019,Richard Fleischer
1020,Jon Turteltaub
1021,William Dear
1022,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske"
1023,Wolfgang Reitherman
1024,"Norman Ferguson, Jack Kinney, Bill Roberts, Clyde Geronimi, Harold Young"
1025,Wolfgang Reitherman
1027,Kevin Reynolds
1028,Robert Stevenson
1029,"Ben Sharpsteen, Jack Kinney, Bill Roberts, Wilfred Jackson, Samuel Armstrong, Norman Ferguson"
1030,Don Chaffey
1031,Robert Stevenson
1032,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske"
1033,"Richard Rich, Art Stevens, Ted Berman"
1034,Matthew Bright
1035,Robert Wise
1036,John McTiernan
1037,Brett Leonard
1040,Christopher Hampton
1041,Mike Leigh
1042,Tom Hanks
1043,Michael Pressman
1046,Hettie Macdonald
1047,Renny Harlin
1049,Stephen Hopkins
1050,Al Pacino
1051,Steve Buscemi
1053,John McNaughton
1054,Spike Lee
1055,George P. Cosmatos
1056,Michael Winterbottom
1057,Woody Allen
1059,Baz Luhrmann
1060,Doug Liman
1061,Barry Levinson
1064,Tad Stones
1066,Mark Sandrich
1068,Edward Dmytryk
1073,Mel Stuart
1076,Jack Clayton
1077,Woody Allen
1078,Woody Allen
1079,Charles Crichton
1080,Terry Jones
1081,Blake Edwards
1082,Michael Ritchie
1083,Blake Edwards
1084,Arthur Penn
1085,John Sturges
1086,Alfred Hitchcock
1088,Emile Ardolino
1089,Quentin Tarantino
1090,Oliver Stone
1091,Ted Kotcheff
1092,Paul Verhoeven
1093,Oliver Stone
1094,Neil Jordan
1095,James Foley
1096,Alan J. Pakula
1097,Steven Spielberg
1099,Edwin L. Marin
1100,Tony Scott
1101,Tony Scott
1103,Nicholas Ray
1104,Elia Kazan
1105,Greg Spence
1111,"Claude Nuridsany, Marie Pérennou"
1112,Alan Taylor
1114,Abel Ferrara
1116,Benoît Jacquot
1117,Jaco Van Dormael
1119,Peter Cohn
1120,Miloš Forman
1121,Rich Wilkes
1123,"David Van Taylor, R. J. Cutler"
1124,Mark Rydell
1125,Blake Edwards
1126,Ate de Jong
1127,James Cameron
1128,John Carpenter
1129,John Carpenter
1130,Joe Dante
1131,Claude Berri
1132,Claude Berri
1135,Howard Zieff
1136,"Terry Jones, Terry Gilliam"
1137,"Bruce LaBruce, Rick Castro"
1140,Michael Ray Rhodes
1144,Susan W. Dryfoos
1147,Leon Gast
1148,Nick Park
1150,Daniel Vigne
1151,Jan Švankmajer
1156,Vittorio De Sica
1161,Volker Schlöndorff
1162,Peter Medak
1163,Martine Dugowson
1167,Garry Marshall
1170,Phillip Rhee
1171,Tim Robbins
1172,Giuseppe Tornatore
1173,Peter Greenaway
1175,"Jean-Pierre Jeunet, Marc Caro"
1176,Krzysztof Kieślowski
1177,Mike Newell
1178,Stanley Kubrick
1179,Stephen Frears
1180,Peter Chelsom
1183,Anthony Minghella
1184,Gabriele Salvatores
1185,Jim Sheridan
1186,Steven Soderbergh
1187,John Sayles
1188,Baz Luhrmann
1189,Errol Morris
1190,Pedro Almodóvar
1191,Alek Keshishian
1192,Jennie Livingston
1193,Miloš Forman
1194,Lou Adler
1196,Irvin Kershner
1197,Rob Reiner
1198,Steven Spielberg
1199,Terry Gilliam
1200,James Cameron
1201,Sergio Leone
1202,Bruce Robinson
1203,Sidney Lumet
1204,David Lean
1206,Stanley Kubrick
1207,Robert Mulligan
1208,Francis Ford Coppola
1209,Sergio Leone
1210,Richard Marquand
1211,Wim Wenders
1212,Carol Reed
1213,Martin Scorsese
1214,Ridley Scott
1215,Sam Raimi
1216,Luc Besson
1217,Akira Kurosawa
1218,John Woo
1219,Alfred Hitchcock
1220,John Landis
1221,Francis Ford Coppola
1222,Stanley Kubrick
1223,Nick Park
1224,Kenneth Branagh
1225,Miloš Forman
1226,John Ford
1227,Sergio Leone
1228,Martin Scorsese
1230,Woody Allen
1231,Philip Kaufman
1232,Andrei Tarkovsky
1233,Wolfgang Petersen
1234,George Roy Hill
1235,Hal Ashby
1236,Hal Hartley
1237,Ingmar Bergman
1238,Bill Forsyth
1240,James Cameron
1241,Peter Jackson
1242,Edward Zwick
1243,Tom Stoppard
1244,Woody Allen
1245,Joel Coen
1246,Peter Weir
1247,Mike Nichols
1248,Orson Welles
1249,Luc Besson
1250,David Lean
1251,Federico Fellini
1252,Roman Polanski
1253,Robert Wise
1254,John Huston
1255,Peter Jackson
1256,Leo McCarey
1257,Savage Steve Holland
1258,Stanley Kubrick
1259,Rob Reiner
1260,Fritz Lang
1261,Sam Raimi
1262,John Sturges
1263,Michael Cimino
1264,Jean-Jacques Beineix
1265,Harold Ramis
1266,Clint Eastwood
1267,John Frankenheimer
1268,Allan Moyle
1269,Frank Capra
1270,Robert Zemeckis
1271,Jon Avnet
1272,Franklin J. Schaffner
1273,Jim Jarmusch
1274,Katsuhiro Otomo
1275,Russell Mulcahy
1276,Stuart Rosenberg
1277,Jean-Paul Rappeneau
1278,Mel Brooks
1279,Jim Jarmusch
1280,Zhang Yimou
1281,Charlie Chaplin
1282,"Bill Roberts, Paul Satterfield, Wilfred Jackson, Ben Sharpsteen, James Algar, T. Hee, Hamilton Luske, Samuel Armstrong, Jim Handley, Norman Ferguson, David Hand, Ford Beebe Jr."
1283,Fred Zinnemann
1284,Howard Hawks
1285,Michael Lehmann
1286,Jeannot Szwarc
1287,William Wyler
1288,Rob Reiner
1289,Godfrey Reggio
1290,Howard Deutch
1291,Steven Spielberg
1292,Hal Ashby
1293,Richard Attenborough
1295,Philip Kaufman
1296,James Ivory
1297,Martha Coolidge
1298,Alan Parker
1299,Roland Joffé
1300,Lasse Hallström
1301,Fred M. Wilcox
1302,Phil Alden Robinson
1303,John Huston
1304,George Roy Hill
1305,Wim Wenders
1306,Wim Wenders
1307,Rob Reiner
1310,Doug Pray
1312,Susan Streitfeld
1318,Carl Prechezer
1320,David Fincher
1321,John Landis
1322,Tony Randel
1323,Richard Fleischer
1324,Steve White
1325,John Murlowski
1326,Damiano Damiani
1327,Stuart Rosenberg
1328,Tom Berry
1329,Paul Morrissey
1330,Fred Walton
1331,Robert Wise
1332,John Schlesinger
1333,Alfred Hitchcock
1334,Irvin S. Yeaworth Jr.
1335,Jeffrey Bloom
1336,Eric Red
1337,Robert Wise
1339,Francis Ford Coppola
1340,James Whale
1341,Dan Curtis
1342,Bernard Rose
1343,Martin Scorsese
1344,J. Lee Thompson
1345,Brian De Palma
1346,Paul Schrader
1347,Wes Craven
1348,F. W. Murnau
1349,Augusto Caminito
1350,Richard Donner
1351,Bob Rafelson
1352,Kevin Spacey
1353,Barbra Streisand
1354,Lars von Trier
1355,Ole Bornedal
1356,Jonathan Frakes
1357,Scott Hicks
1358,Billy Bob Thornton
1359,Brian Levant
1361,"Joe Berlinger, Bruce Sinofsky"
1363,Penny Marshall
1365,Patrice Leconte
1366,Nicholas Hytner
1367,Stephen Herek
1370,Renny Harlin
1371,Robert Wise
1372,Nicholas Meyer
1373,William Shatner
1374,Nicholas Meyer
1375,Leonard Nimoy
1376,Leonard Nimoy
1377,Tim Burton
1378,Christopher Cain
1379,Geoff Murphy
1380,Randal Kleiser
1381,Patricia Birch
1382,Dwight H. Little
1385,Andrew Davis
1387,Steven Spielberg
1388,Jeannot Szwarc
1389,Joe Alves
1390,Peter Segal
1391,Tim Burton
1392,Alexander Payne
1393,Cameron Crowe
1394,Joel Coen
1395,Barry Levinson
1396,Phil Alden Robinson
1397,Anjelica Huston
1398,Richard Attenborough
1399,Jerry Zaks
1401,Rob Reiner
1405,Mike Judge
1406,Claude Chabrol
1407,Wes Craven
1408,Michael Mann
1409,Nora Ephron
1411,Kenneth Branagh
1412,Terry George
1413,Dan Ireland
1414,Albert Brooks
1415,André Téchiné
1416,Alan Parker
1417,Jane Campion
1419,Nicolas Roeg
1422,Dwight H. Little
1423,Ralph Ziman
1425,Robert Young
1426,George T. Miller
1427,Robert Butler
1428,Michael Rymer
1429,Stanley Tong Gwai-Lai
1430,Roger Christian
1431,Dennis Dugan
1432,Thomas Carter
1437,Andrew Birkin
1438,Roger Donaldson
1439,Peter Baldwin
1440,E. Max Frye
1441,Jeremiah S. Chechik
1442,Steve James
1445,Bryan Spicer
1446,Jan Svěrák
1447,Vondie Curtis-Hall
1449,Christopher Guest
1453,Ken Kwapis
1454,Richard Linklater
1456,Paul Miller
1457,Andy Tennant
1458,Paul Schrader
1459,Clint Eastwood
1460,Bob Spiers
1461,Stephen Kessler
1464,David Lynch
1465,John Singleton
1466,Mike Newell
1468,Jeff Pollack
1473,Tamra Davis
1474,John Pasquin
1475,Mira Nair
1476,Betty Thomas
1477,Theodore Witcher
1479,Phillip Noyce
1480,Bille August
1483,David Cronenberg
1484,Greg Mottola
1485,Tom Shadyac
1487,Gregory Nava
1488,Alan J. Pakula
1489,Mark Dindal
1490,Robert Townsend
1493,Emma-Kate Croghan
1495,"Shuki Levy, David Winning"
1496,Bernard Rose
1497,Tsui Hark
1498,Pat O'Connor
1499,Luis Llosa
1500,George Armitage
1502,Lynne Stopkewich
1503,Tom Schulman
1507,Bruce Beresford
1513,David Mirkin
1514,Chen Kaige
1515,Mick Jackson
1516,Peter Duncan
1517,Jay Roach
1518,Jonathan Mostow
1519,Gregor Nicholas
1526,Ivan Reitman
1527,Luc Besson
1529,Gregg Araki
1533,Margarethe von Trotta
1537,Masayuki Suō
1541,Griffin Dunne
1542,Mark Herman
1544,Steven Spielberg
1545,Jacques Doillon
1546,Steven Soderbergh
1547,Chip Rosenbloom
1549,Clare Peploe
1550,Jonathan Lynn
1551,Caroline Thompson
1552,Simon West
1554,Peter Greenaway
1556,Jan de Bont
1562,Joel Schumacher
1564,Paul Weiland
1565,Jim Wilson
1566,"John Musker, Ron Clements"
1569,P.J. Hogan
1571,Cédric Klapisch
1572,Jean-Luc Godard
1573,John Woo
1574,Eric Schaeffer
1580,Barry Sonnenfeld
1581,Martha Coolidge
1582,William Dear
1583,Michael Ritchie
1584,Robert Zemeckis
1585,Shirley Barrett
1586,Ridley Scott
1587,John Milius
1588,Sam Weisman
1589,James Mangold
1590,Paul W. S. Anderson
1591,Mark A.Z. Dippé
1592,Charles Martin Smith
1593,Glenn Gordon Caron
1594,Neil LaBute
1596,Mike Leigh
1597,Richard Donner
1598,Barbet Schroeder
1599,Kenneth Johnson
1600,Nick Cassavetes
1601,Bill Duke
1602,Andy Cadiff
1603,Guillermo del Toro
1604,Brett Ratner
1605,Marco Brambilla
1606,John Nicolella
1608,Wolfgang Petersen
