year_film,year_ceremony,ceremony,award_id,nominee,film,winner
1994,1995,67,o13,Martin Landau,Ed Wood,True
1994,1995,67,o17,Rick Baker, Ve Neill, Yolanda Toussieng,Ed Wood,True
1994,1995,67,o15,Frederick Marx, Steve James, Bill Haugse,Hoop Dreams,False
1994,1995,67,o3,Frances Walsh, Peter Jackson,Heavenly Creatures,False
1994,1995,67,o2,Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth,Junior,False
1994,1995,67,o7,Winona Ryder,Little Women,False
1994,1995,67,o9,Colleen Atwood,Little Women,False
1994,1995,67,o20,Thomas Newman,Little Women,False
1994,1995,67,o14,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,Legends of the Fall,False
1994,1995,67,o8,John Toll,Legends of the Fall,True
1994,1995,67,o18,Paul Massey, David Campbell, Christopher David, Douglas Ganton,Legends of the Fall,False
1994,1995,67,o4,Paul Newman,Nobody's Fool,False
1994,1995,67,o11,Robert Benton,Nobody's Fool,False
1994,1995,67,o7,Jodie Foster,Nell,False
1994,1995,67,o4,John Travolta,Pulp Fiction,False
1994,1995,67,o13,Samuel L. Jackson,Pulp Fiction,False
1994,1995,67,o5,Uma Thurman,Pulp Fiction,False
1994,1995,67,o12,Quentin Tarantino,Pulp Fiction,False
1994,1995,67,o15,Sally Menke,Pulp Fiction,False
1994,1995,67,o10,Lawrence Bender, Producer,Pulp Fiction,False
1994,1995,67,o3,Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,True
1994,1995,67,o13,Paul Scofield,Quiz Show,False
1994,1995,67,o12,Robert Redford,Quiz Show,False
1994,1995,67,o10,Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers,Quiz Show,False
1994,1995,67,o11,Paul Attanasio,Quiz Show,False
1995,1996,68,o17,Greg Cannom, Bob Laden, Colleen Callaghan,Roommates,False
1994,1995,67,o7,Miranda Richardson,Tom & Viv,False
1994,1995,67,o5,Rosemary Harris,Tom & Viv,False
1993,1994,66,o13,Leonardo DiCaprio,What's Eating Gilbert Grape,False
1994,1995,67,o18,Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester,Clear and Present Danger,False
1994,1995,67,o19,Bruce Stambler, John Leveque,Clear and Present Danger,False
1994,1995,67,o4,Tom Hanks,Forrest Gump,True
1994,1995,67,o13,Gary Sinise,Forrest Gump,False
1994,1995,67,o14,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,Forrest Gump,False
1994,1995,67,o8,Don Burgess,Forrest Gump,False
1994,1995,67,o12,Robert Zemeckis,Forrest Gump,True
1994,1995,67,o15,Arthur Schmidt,Forrest Gump,True
1994,1995,67,o17,Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory,Forrest Gump,False
1994,1995,67,o20,Alan Silvestri,Forrest Gump,False
1994,1995,67,o10,Wendy Finerman, Steve Tisch and Steve Starkey, Producers,Forrest Gump,True
1994,1995,67,o18,Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan,Forrest Gump,False
1994,1995,67,o19,Gloria S. Borders, Randy Thom,Forrest Gump,False
1994,1995,67,o16,Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall,Forrest Gump,True
1994,1995,67,o11,Eric Roth,Forrest Gump,True
1994,1995,67,o10,Duncan Kenworthy, Producer,Four Weddings and a Funeral,False
1994,1995,67,o3,Richard Curtis,Four Weddings and a Funeral,False
1994,1995,67,o9,April Ferry,Maverick,False
1994,1995,67,o15,John Wright,Speed,False
1994,1995,67,o18,Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan,Speed,True
1994,1995,67,o19,Stephen Hunter Flick,Speed,True
1994,1995,67,o16,John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung,True Lies,False
1994,1995,67,o8,Owen Roizman,Wyatt Earp,False
1993,1994,66,o14,Art Direction:  Ken Adam;  Set Decoration:  Marvin March,Addams Family Values,False
1994,1995,67,o7,Jessica Lange,Blue Sky,True
1993,1994,66,o18,Michael Minkler, Bob Beemer, Tim Cooney,Cliffhanger,False
1993,1994,66,o19,Wylie Stateman, Gregg Baxter,Cliffhanger,False
1993,1994,66,o16,Neil Krepela, John Richardson, John Bruno, Pamela Easley,Cliffhanger,False
1993,1994,66,o3,Gary Ross,Dave,False
1993,1994,66,o5,Rosie Perez,Fearless,False
1993,1994,66,o18,Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff,Geronimo: An American Legend,False
1993,1994,66,o13,John Malkovich,In the Line of Fire,False
1993,1994,66,o15,Anne V. Coates,In the Line of Fire,False
1993,1994,66,o3,Jeff Maguire,In the Line of Fire,False
1993,1994,66,o4,Daniel Day-Lewis,In the Name of the Father,False
1993,1994,66,o13,Pete Postlethwaite,In the Name of the Father,False
1993,1994,66,o5,Emma Thompson,In the Name of the Father,False
1993,1994,66,o12,Jim Sheridan,In the Name of the Father,False
1993,1994,66,o15,Gerry Hambling,In the Name of the Father,False
1993,1994,66,o10,Jim Sheridan, Producer,In the Name of the Father,False
1993,1994,66,o11,Terry George, Jim Sheridan,In the Name of the Father,False
1993,1994,66,o18,Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins,Jurassic Park,True
1993,1994,66,o19,Gary Rydstrom, Richard Hymns,Jurassic Park,True
1993,1994,66,o16,Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri,Jurassic Park,True
1993,1994,66,o17,Greg Cannom, Ve Neill, Yolanda Toussieng,Mrs. Doubtfire,True
1993,1994,66,o4,Tom Hanks,Philadelphia,True
1993,1994,66,o17,Carl Fullerton, Alan D'Angerio,Philadelphia,False
1993,1994,66,o2,Music and Lyric by Neil Young,Philadelphia,False
1993,1994,66,o2,Music and Lyric by Bruce Springsteen,Philadelphia,True
1993,1994,66,o3,Ron Nyswaner,Philadelphia,False
1993,1994,66,o2,Music and Lyric by Janet Jackson, James Harris III and Terry Lewis,Poetic Justice,False
1993,1994,66,o4,Liam Neeson,Schindler's List,False
1993,1994,66,o13,Ralph Fiennes,Schindler's List,False
1993,1994,66,o14,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,True
1993,1994,66,o8,Janusz Kaminski,Schindler's List,True
1993,1994,66,o9,Anna Biedrzycka-Sheppard,Schindler's List,False
1993,1994,66,o12,Steven Spielberg,Schindler's List,True
1993,1994,66,o15,Michael Kahn,Schindler's List,True
1993,1994,66,o17,Christina Smith, Matthew Mungle, Judy Alexander Cory,Schindler's List,False
1993,1994,66,o20,John Williams,Schindler's List,True
1993,1994,66,o10,Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers,Schindler's List,True
1993,1994,66,o18,Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins,Schindler's List,False
1993,1994,66,o11,Steven Zaillian,Schindler's List,True
1993,1994,66,o8,Conrad L. Hall,Searching for Bobby Fischer,False
1993,1994,66,o7,Debra Winger,Shadowlands,False
1993,1994,66,o11,William Nicholson,Shadowlands,False
1993,1994,66,o12,Robert Altman,Short Cuts,False
1993,1994,66,o7,Stockard Channing,Six Degrees of Separation,False
1993,1994,66,o2,Music by Marc Shaiman; Lyric by Ramsey McLean,Sleepless in Seattle,False
1993,1994,66,o3,Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch,Sleepless in Seattle,False
1982,1983,55,o14,Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna,Blade Runner,False
1982,1983,55,o16,Douglas Trumbull, Richard Yuricich, David Dryer,Blade Runner,False
1990,1991,63,o20,John Williams,Home Alone,False
1990,1991,63,o2,Music by John Williams; Lyric by Leslie Bricusse,Home Alone,False
1990,1991,63,o5,Whoopi Goldberg,Ghost,True
1990,1991,63,o15,Walter Murch,Ghost,False
1990,1991,63,o20,Maurice Jarre,Ghost,False
1990,1991,63,o10,Lisa Weinstein, Producer,Ghost,False
1990,1991,63,o3,Bruce Joel Rubin,Ghost,True
1992,1993,65,o20,Alan Menken,Aladdin,True
1992,1993,65,o2,Music by Alan Menken; Lyric by Howard Ashman,Aladdin,False
1992,1993,65,o2,Music by Alan Menken; Lyric by Tim Rice,Aladdin,True
1992,1993,65,o18,Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane,Aladdin,False
1992,1993,65,o19,Mark Mangini,Aladdin,False
1991,1992,64,o8,Adam Greenberg,Terminator 2: Judgment Day,False
1991,1992,64,o15,Conrad Buff, Mark Goldblatt, Richard A. Harris,Terminator 2: Judgment Day,False
1991,1992,64,o17,Stan Winston, Jeff Dawn,Terminator 2: Judgment Day,True
1991,1992,64,o18,Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff,Terminator 2: Judgment Day,True
1991,1992,64,o19,Gary Rydstrom, Gloria S. Borders,Terminator 2: Judgment Day,True
1991,1992,64,o16,Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak,Terminator 2: Judgment Day,True
1989,1990,62,o14,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
1937,1938,10,o22,Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith),Snow White and the Seven Dwarfs,False
1991,1992,64,o20,Alan Menken,Beauty and the Beast,True
1991,1992,64,o2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,o2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,True
1991,1992,64,o2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,o10,Don Hahn, Producer,Beauty and the Beast,False
1991,1992,64,o18,Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane,Beauty and the Beast,False
1940,1941,13,o20,Leigh Harline, Paul J. Smith, Ned Washington,Pinocchio,True
1940,1941,13,o23,Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,True
1990,1991,63,o7,Julia Roberts,Pretty Woman,False
1996,1997,69,o2,Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich,One Fine Day,False
1996,1997,69,o13,William H. Macy,Fargo,False
1996,1997,69,o7,Frances McDormand,Fargo,True
1996,1997,69,o8,Roger Deakins,Fargo,False
1996,1997,69,o12,Joel Coen,Fargo,False
1996,1997,69,o15,Roderick Jaynes,Fargo,False
1996,1997,69,o10,Ethan Coen, Producer,Fargo,False
1996,1997,69,o3,Ethan Coen, Joel Coen,Fargo,True
1996,1997,69,o13,Edward Norton,Primal Fear,False
1996,1997,69,o16,Scott Squires, Phil Tippett, James Straus, Kit West,Dragonheart,False
1996,1997,69,o1,Randy Newman,James and the Giant Peach,False
1996,1997,69,o18,Steve Maslow, Gregg Landaker, Kevin O'Connell, Geoffrey Patterson,Twister,False
1996,1997,69,o16,Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta,Twister,False
1964,1965,37,o24,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,o12,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,o10,Stanley Kubrick, Producer,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,o25,Stanley Kubrick, Peter George, Terry Southern,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1994,1995,67,o21,Freida Lee Mock, Terry Sanders,Maya Lin: A Strong Clear Vision,True
1996,1997,69,o11,John Hodge,Trainspotting,False
1996,1997,69,o19,Alan Robert Murray, Bub Asman,Eraser,False
1996,1997,69,o19,Richard L. Anderson, David A. Whittaker,Daylight,False
1996,1997,69,o3,John Sayles,Lone Star,False
1996,1997,69,o9,Ruth Myers,Emma,False
1996,1997,69,o1,Rachel Portman,Emma,True
1943,1944,16,o24,Gary Cooper,For Whom the Bell Tolls,False
1943,1944,16,o13,Akim Tamiroff,For Whom the Bell Tolls,False
1943,1944,16,o26,Ingrid Bergman,For Whom the Bell Tolls,False
1943,1944,16,o5,Katina Paxinou,For Whom the Bell Tolls,True
1943,1944,16,o27,Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger,For Whom the Bell Tolls,False
1943,1944,16,o28,Ray Rennahan,For Whom the Bell Tolls,False
1943,1944,16,o15,Sherman Todd, John Link,For Whom the Bell Tolls,False
1943,1944,16,o29,Victor Young,For Whom the Bell Tolls,False
1943,1944,16,o30,Paramount,For Whom the Bell Tolls,False
1952,1953,25,o5,Jean Hagen,Singin' in the Rain,False
1952,1953,25,o31,Lennie Hayton,Singin' in the Rain,False
1957,1958,30,o14,Art Direction:  Hal Pereira, George W. Davis;  Set Decoration:  Sam Comer, Ray Moyer,Funny Face,False
1957,1958,30,o8,Ray June,Funny Face,False
1957,1958,30,o9,Edith Head, Hubert de Givenchy,Funny Face,False
1957,1958,30,o32,Leonard Gershe,Funny Face,False
1961,1962,34,o26,Audrey Hepburn,Breakfast at Tiffany's,False
1961,1962,34,o27,Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer,Breakfast at Tiffany's,False
1961,1962,34,o29,Henry Mancini,Breakfast at Tiffany's,True
1961,1962,34,o23,Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,True
1961,1962,34,o25,George Axelrod,Breakfast at Tiffany's,False
1958,1959,31,o14,Art Direction:  Hal Pereira, Henry Bumstead;  Set Decoration:  Sam Comer, Frank McKelvy,Vertigo,False
1958,1959,31,o18,Paramount Studio Sound Department, George Dutton, Sound Director,Vertigo,False
1954,1955,27,o28,Robert Burks,Rear Window,False
1954,1955,27,o12,Alfred Hitchcock,Rear Window,False
1954,1955,27,o33,Paramount Studio Sound Department, Loren L. Ryder, Sound Director,Rear Window,False
1954,1955,27,o34,John Michael Hayes,Rear Window,False
1934,1935,7,o24,Clark Gable,It Happened One Night,True
1934,1935,7,o26,Claudette Colbert,It Happened One Night,True
1934,1935,7,o12,Frank Capra,It Happened One Night,True
1934,1935,7,o35,Columbia,It Happened One Night,True
1934,1935,7,o36,Robert Riskin,It Happened One Night,True
1944,1945,17,o24,Charles Boyer,Gaslight,False
1944,1945,17,o26,Ingrid Bergman,Gaslight,True
1944,1945,17,o5,Angela Lansbury,Gaslight,False
1944,1945,17,o37,Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky,Gaslight,True
1944,1945,17,o38,Joseph Ruttenberg,Gaslight,False
1944,1945,17,o39,Metro-Goldwyn-Mayer,Gaslight,False
1944,1945,17,o34,John Van Druten, Walter Reisch, John L. Balderston,Gaslight,False
1959,1960,32,o27,Art Direction:  William A. Horning, Robert Boyle, Merrill Pye;  Set Decoration:  Henry Grace, Frank McKelvy,North by Northwest,False
1959,1960,32,o15,George Tomasini,North by Northwest,False
1959,1960,32,o32,Ernest Lehman,North by Northwest,False
1959,1960,32,o24,Jack Lemmon,Some Like It Hot,False
1959,1960,32,o37,Art Direction:  Ted Haworth;  Set Decoration:  Edward G. Boyle,Some Like It Hot,False
1959,1960,32,o38,Charles Lang, Jr.,Some Like It Hot,False
1959,1960,32,o40,Orry-Kelly,Some Like It Hot,True
1959,1960,32,o12,Billy Wilder,Some Like It Hot,False
1959,1960,32,o25,Billy Wilder, I. A. L. Diamond,Some Like It Hot,False
1963,1964,36,o23,Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,False
1964,1965,37,o24,Rex Harrison,My Fair Lady,True
1964,1965,37,o13,Stanley Holloway,My Fair Lady,False
1964,1965,37,o5,Gladys Cooper,My Fair Lady,False
1964,1965,37,o27,Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins,My Fair Lady,True
1964,1965,37,o28,Harry Stradling,My Fair Lady,True
1964,1965,37,o41,Cecil Beaton,My Fair Lady,True
1964,1965,37,o12,George Cukor,My Fair Lady,True
1964,1965,37,o15,William Ziegler,My Fair Lady,False
1964,1965,37,o42,Andre Previn,My Fair Lady,True
1964,1965,37,o10,Jack L. Warner, Producer,My Fair Lady,True
1964,1965,37,o18,Warner Bros. Studio Sound Department, George R. Groves, Sound Director,My Fair Lady,True
1964,1965,37,o25,Alan Jay Lerner,My Fair Lady,False
1954,1955,27,o26,Audrey Hepburn,Sabrina,False
1954,1955,27,o37,Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer,Sabrina,False
1954,1955,27,o38,Charles Lang, Jr.,Sabrina,False
1954,1955,27,o40,Edith Head,Sabrina,True
1954,1955,27,o12,Billy Wilder,Sabrina,False
1954,1955,27,o34,Billy Wilder, Samuel Taylor, Ernest Lehman,Sabrina,False
1953,1954,26,o13,Eddie Albert,Roman Holiday,False
1953,1954,26,o26,Audrey Hepburn,Roman Holiday,True
1953,1954,26,o37,Art Direction:  Hal Pereira, Walter Tyler,Roman Holiday,False
1953,1954,26,o38,Frank Planer, Henri Alekan,Roman Holiday,False
1953,1954,26,o40,Edith Head,Roman Holiday,True
1953,1954,26,o12,William Wyler,Roman Holiday,False
1953,1954,26,o15,Robert Swink,Roman Holiday,False
1953,1954,26,o39,William Wyler, Producer,Roman Holiday,False
1953,1954,26,o43,Dalton Trumbo,Roman Holiday,True
1953,1954,26,o34,Ian McLellan Hunter, John Dighton,Roman Holiday,False
1944,1945,17,o28,George Folsey,Meet Me in St. Louis,False
1944,1945,17,o31,Georgie Stoll,Meet Me in St. Louis,False
1944,1945,17,o23,Music and Lyrics by Ralph Blane and Hugh Martin,Meet Me in St. Louis,False
1944,1945,17,o34,Irving Brecher, Fred F. Finklehoffe,Meet Me in St. Louis,False
1939,1940,12,o24,Clark Gable,Gone with the Wind,False
1939,1940,12,o26,Vivien Leigh,Gone with the Wind,True
1939,1940,12,o5,Olivia de Havilland,Gone with the Wind,False
1939,1940,12,o5,Hattie McDaniel,Gone with the Wind,True
1939,1940,12,o14,Lyle Wheeler,Gone with the Wind,True
1939,1940,12,o28,Ernest Haller, Ray Rennahan,Gone with the Wind,True
1939,1940,12,o12,Victor Fleming,Gone with the Wind,True
1939,1940,12,o15,Hal C. Kern, James E. Newcom,Gone with the Wind,True
1939,1940,12,o20,Max Steiner,Gone with the Wind,False
1939,1940,12,o35,Selznick International Pictures,Gone with the Wind,True
1939,1940,12,o33,Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director,Gone with the Wind,False
1939,1940,12,o44,John R. Cosgrove, Fred Albin, Arthur Johns,Gone with the Wind,False
1939,1940,12,o34,Sidney Howard,Gone with the Wind,True
1982,1983,55,o4,Peter O'Toole,My Favorite Year,False
1941,1942,14,o24,Orson Welles,Citizen Kane,False
1941,1942,14,o37,Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera,Citizen Kane,False
1941,1942,14,o38,Gregg Toland,Citizen Kane,False
1941,1942,14,o12,Orson Welles,Citizen Kane,False
1941,1942,14,o15,Robert Wise,Citizen Kane,False
1941,1942,14,o45,Bernard Herrmann,Citizen Kane,False
1941,1942,14,o30,Mercury,Citizen Kane,False
1941,1942,14,o33,RKO Radio Studio Sound Department, John Aalberg, Sound Director,Citizen Kane,False
1941,1942,14,o46,Herman J. Mankiewicz, Orson Welles,Citizen Kane,True
1968,1969,41,o14,Art Direction:  Tony Masters, Harry Lange, Ernie Archer,2001: A Space Odyssey,False
1968,1969,41,o12,Stanley Kubrick,2001: A Space Odyssey,False
1968,1969,41,o47,Stanley Kubrick,2001: A Space Odyssey,True
1968,1969,41,o32,Stanley Kubrick, Arthur C. Clarke,2001: A Space Odyssey,False
1940,1941,13,o24,Laurence Olivier,Rebecca,False
1940,1941,13,o26,Joan Fontaine,Rebecca,False
1940,1941,13,o5,Judith Anderson,Rebecca,False
1940,1941,13,o37,Lyle Wheeler,Rebecca,False
1940,1941,13,o38,George Barnes,Rebecca,True
1940,1941,13,o12,Alfred Hitchcock,Rebecca,False
1940,1941,13,o15,Hal C. Kern,Rebecca,False
1940,1941,13,o20,Franz Waxman,Rebecca,False
1940,1941,13,o35,Selznick International Pictures,Rebecca,True
1940,1941,13,o44,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,Rebecca,False
1940,1941,13,o34,Robert E. Sherwood, Joan Harrison,Rebecca,False
1940,1941,13,o13,Albert Basserman,Foreign Correspondent,False
1940,1941,13,o37,Alexander Golitzen,Foreign Correspondent,False
1940,1941,13,o38,Rudolph Maté,Foreign Correspondent,False
1940,1941,13,o35,Walter Wanger (production company),Foreign Correspondent,False
1940,1941,13,o44,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,Foreign Correspondent,False
1940,1941,13,o46,Charles Bennett, Joan Harrison,Foreign Correspondent,False
1946,1947,19,o13,Claude Rains,Notorious,False
1946,1947,19,o46,Ben Hecht,Notorious,False
1945,1946,18,o13,Michael Chekhov,Spellbound,False
1945,1946,18,o38,George Barnes,Spellbound,False
1945,1946,18,o12,Alfred Hitchcock,Spellbound,False
1945,1946,18,o29,Miklos Rozsa,Spellbound,True
1945,1946,18,o39,Selznick International Pictures,Spellbound,False
1945,1946,18,o44,Photographic Effects by Jack Cosgrove,Spellbound,False
1955,1956,28,o27,Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams,To Catch a Thief,False
1955,1956,28,o28,Robert Burks,To Catch a Thief,True
1955,1956,28,o41,Edith Head,To Catch a Thief,False
1950,1951,23,o24,Spencer Tracy,Father of the Bride,False
1950,1951,23,o39,Metro-Goldwyn-Mayer,Father of the Bride,False
1950,1951,23,o34,Frances Goodrich, Albert Hackett,Father of the Bride,False
1939,1940,12,o26,Greta Garbo,Ninotchka,False
1939,1940,12,o35,Metro-Goldwyn-Mayer,Ninotchka,False
1939,1940,12,o48,Melchior Lengyel,Ninotchka,False
1939,1940,12,o34,Charles Brackett, Billy Wilder, Walter Reisch,Ninotchka,False
1958,1959,31,o14,Art Direction:  William A. Horning, Preston Ames;  Set Decoration:  Henry Grace, Keogh Gleason,Gigi,True
1958,1959,31,o28,Joseph Ruttenberg,Gigi,True
1958,1959,31,o9,Cecil Beaton,Gigi,True
1958,1959,31,o12,Vincente Minnelli,Gigi,True
