actorId,actorName
146,Mare Winningham
147,Ted Levine
148,Massimo Troisi
149,Philippe Noiret
150,Maria Grazia Cucinotta
151,Hal Scardino
152,Litefoot
153,Lindsay Crouse
154,Sally Field
155,Kiefer Sutherland
156,Ed Harris
157,Richard Dreyfuss
158,Glenne Headly
159,Jay Thomas
160,Shawn Wayans
161,Marlon Wayans
162,Tracey Cherelle Jones
163,Sandra Bullock
164,Denis Leary
165,Yaphet Kotto
166,Pauly Shore
167,William Atherton
168,Patrick Bergin
169,Matt Frewer
170,Austin O'Brien
171,Victoria Abril
172,Josiane Balasko
173,Alain Chabat
174,Ice Cube
175,Nia Long
176,George Clooney
177,Quentin Tarantino
178,Harvey Keitel
179,William Baldwin
180,Cindy Crawford
181,Steven Berkoff
182,Josh Hamilton
183,Chris Eigeman
184,Jean-Paul Belmondo
185,Michel Boujenah
186,Alessandra Martines
187,Christian Slater
188,Mary Stuart Masterson
189,Pamela Adlon
190,Rick Moranis
191,Tom Arnold
192,Julianne Phillips
193,Peter Weller
194,Jennifer Rubin
195,Roy Dupuis
196,Nico
197,Tina Aumont
198,Christian Aaron Boulogne
199,Jack Nicholson
200,David Morse
201,Anjelica Huston
202,Demi Moore
203,Alec Baldwin
204,Joseph Gordon-Levitt
205,Aida Mohammadkhani
206,Mohsen Kafili
207,Fereshteh Sadr Orafaee
208,Andy García
209,Christopher Lloyd
210,William Forsythe
211,Willeke van Ammelrooy
212,Els Dottermans
213,Dora van der Groen
214,Al Freeman Jr.
215,Phylicia Rashād
216,Paula Kelly
217,Mark Rylance
218,Kristin Scott Thomas
219,Patsy Kensit
220,Jeff Bridges
221,Caroline Goodall
222,John Savage
223,Sam the Orangutan
224,Jason Alexander
225,Faye Dunaway
226,Chris Farley
227,David Spade
228,Tim Matheson
229,Johnny Depp
230,Courtney Chase
231,Julia Roberts
232,John Malkovich
233,George Cole
234,Eddie Murphy
235,Allen Payne
236,Timothy Hutton
237,Noah Emmerich
238,Samantha Mathis
239,Michael Maloney
240,Richard Briers
241,Joan Collins
242,Vincent Cassel
243,Hubert Koundé
244,Saïd Taghmaoui
245,Nick Broomfield
246,Heidi Fleiss
247,Madam Alex
248,John Cusack
249,Luke Wilson
250,Owen Wilson
251,Robert Musgrave
252,Ellen DeGeneres
253,Bill Pullman
254,Joan Cusack
255,Ray Liotta
256,Linda Fiorentino
257,Peter Coyote
258,Adam Sandler
259,Christopher McDonald
260,Julie Bowen
261,Meryl Streep
262,Clint Eastwood
263,Annie Corley
264,Maria Schrader
265,Pierre Sanoussi-Bliss
266,Michael von Au
267,Tim Curry
268,Billy Connolly
269,Jennifer Saunders
270,Christy Turlington
271,Azzedine Alaïa
272,Giorgio Armani
273,Catherine McCormack
274,Sophie Marceau
275,Jodie Foster
276,Cybill Shepherd
277,Jackie Chan
278,Anita Mui Yim-Fong
279,Françoise Yip
280,Liam Neeson
281,Edward Furlong
282,Glenn Close
283,Anne Frank
284,Hugh O'Conor
285,Antony Sher
286,Ruth Sheen
287,Sarah Jessica Parker
288,Eric Schaeffer
289,Ben Stiller
290,Alan Arkin
291,Rachel Ticotin
292,Johnny Morina
293,Brian Dooley
294,Robin Givens
295,Halle Berry
296,Takeshi Kaneshiro
297,Brigitte Lin Ching-Hsia
298,Tony Leung Chiu-Wai
299,Patricia Arquette
300,Téa Leoni
301,Jason James Richter
302,Melody Kay
303,Jack Black
304,Maggie Cogan
305,Josh Charles
306,Anne Heche
307,John Goodman
308,David Caruso
309,Chazz Palminteri
310,Kelsey Grammer
311,Lauren Holly
312,Rob Schneider
313,Dirk Shafer
314,Mary Stein
315,Claudette Sutherland
316,Robert Redford
317,Stockard Channing
318,Nathan Lane
319,Shari Albert
320,Maxine Bahns
321,Catharine Bolz
322,Will Smith
323,Martin Lawrence
324,Stephen Lang
325,Ryan Slater
326,Ding Yi
327,Leonardo DiCaprio
328,Mark Wahlberg
329,James Madio
330,Hugh Grant
331,Georgina Cates
332,Isabelle Huppert
333,Martin Donovan
334,Elina Löwensohn
335,Bill Paxton
336,Jessica Lange
337,John Hurt
338,Lili Taylor
339,Christopher Walken
340,Annabella Sciorra
341,Tommy Lee Jones
342,Catherine Deneuve
343,Jean Sorel
344,Michel Piccoli
345,U Aung Ko
346,Frances McDormand
347,Lou Reed
348,Michael J. Fox
349,John Candy
350,Alan Alda
351,Rhea Perlman
352,Malachi Pearson
353,John Turturro
354,Delroy Lindo
355,Laura Linney
356,Dylan Walsh
357,Ernie Hudson
358,Denzel Washington
359,Matt Craven
360,Robert Crumb
361,Aline Kominsky
362,Charles Crumb
363,Salma Hayek Pinault
364,Joaquim de Almeida
365,Tom Sizemore
366,Samuel L. Jackson
367,Jeremy Irons
368,Rose McGowan
369,James Duval
370,Johnathon Schaech
371,Sean Connery
372,Richard Gere
373,Michael Madsen
374,Jayne Atkinson
375,Jonny Lee Miller
376,Angelina Jolie
377,Matthew Lillard
378,Steven Weber
379,Patrick Stewart
380,Michael T. Weiss
381,Keanu Reeves
382,Dina Meyer
383,Takeshi Kitano
384,Diane Lane
385,Armand Assante
386,Tia Carrere
387,Stanley Tucci
388,Leo Fitzpatrick
389,Justin Pierce
390,Chloë Sevigny
391,Steve Buscemi
392,Catherine Keener
393,Scott Bakula
394,Kevin J. O'Connor
395,Famke Janssen
396,Thomas Gibson
397,Ruth Marshall
398,Cameron Bancroft
399,Chris O'Donnell
400,Drew Barrymore
401,Jason Lee
402,Jeremy London
403,Shannen Doherty
404,David Yost
405,Steve Cardenas
406,Amy Jo Johnson
407,Marina Zudina
408,Fay Ripley
409,Evan Richards
410,Suzy Amis
411,Galaxy Craze
412,Jeremy Northam
413,Dennis Miller
414,Parker Posey
415,Guillermo Díaz
416,Liev Schreiber
417,Elias Koteas
418,Virginia Madsen
419,Mia Farrow
420,Scott Glenn
421,Mary-Louise Parker
422,Xander Berkeley
423,Dean Norris
424,Gary Oldman
425,Robert Duvall
426,Elizabeth Berkley
427,Kyle MacLachlan
428,Gina Gershon
429,William Hurt
430,Dennis Quaid
431,Natasha Henstridge
432,Ben Kingsley
433,Ralph Fiennes
434,Juliette Lewis
435,Nino Castelnuovo
436,Anne Vernon
437,Patrick Swayze
438,Mary Elizabeth Mastrantonio
439,Joseph Mazzello
440,David Thewlis
441,Romane Bohringer
442,John Leguizamo
443,Steven Seagal
444,Eric Bogosian
445,Katherine Heigl
446,Andie MacDowell
447,Michael Richards
448,Isaac Mizrahi
449,Sandra Bernhard
450,Naomi Campbell
451,Aitana Sánchez-Gijón
452,Anthony Quinn
453,Kevin Costner
454,Dennis Hopper
455,Jeanne Tripplehorn
456,Harry Belafonte
457,Kelly Lynch
458,Ellen Barkin
459,Albert Finney
460,Greta Scacchi
461,Daniel Stern
462,Jon Polito
463,Brad Sullivan
464,Nikita Mikhalkov
465,Oleg Menshikov
466,Ingeborga Dapkūnaitė
467,Katrin Cartlidge
468,Rade Šerbedžija
469,Grégoire Colin
470,Ethan Hawke
471,Julie Delpy
472,Andrea Eckert
473,Bradley Whitford
474,Josh Mostel
475,J. T. Walsh
476,Whoopi Goldberg
477,Jeffrey Combs
478,Barbara Crampton
479,Jonathan Fuller
480,Minnie Driver
481,Geraldine O'Rawe
482,Brian O'Halloran
483,Jeff Anderson
484,Marilyn Ghigliotti
485,Marlon Brando
486,Donald Sutherland
487,Gary Busey
488,Yancy Butler
489,Dylan McDermott
490,Nancy Travis
491,Stuart Wilson
492,Kathy Bates
493,Judy Parfitt
494,Jeff Daniels
495,Lung Sihung
496,Yang Kuei-mei
497,Jacklyn Wu Chien-Lien
498,Bruce Greenwood
499,Mia Kirshner
500,Don McKellar
501,Dana Delany
502,Paul Mercurio
503,Martin Landau
504,Kevin Kline
505,Billy Crystal
506,Debra Winger
507,Joe Mantegna
508,Mimi Rogers
509,Jesse Bradford
510,Bruce Davison
511,Bill Farmer
512,Jason Marsden
513,Rob Paulsen
514,Jeff Goldblum
515,Christine Lahti
516,Eric Stoltz
517,Stefano Dionisi
518,Elsa Zylberstein
519,Doug Stone
520,Kristy Young
521,James Donadio
522,William Gates
523,Arthur Agee
524,Gene Pingatore
525,Melanie Lynskey
526,Sarah Peirse
527,Sinbad
528,Phil Hartman
529,Jeffrey Jones
530,Jeroen Krabbé
531,Isabella Rossellini
532,Tom McGowan
533,Aaron Schwartz
534,Shaun Weiss
535,Christopher Lambert
536,John Lone
537,Joan Chen
538,Tim Robbins
539,Tom Cruise
540,Nick Nolte
541,Thandiwe Newton
542,John G. Brennan
543,Kamal Ahmed
544,Arnold Schwarzenegger
545,Danny DeVito
546,Blair Underwood
547,Thomas Ian Nicholas
548,Joss Ackland
549,Art Malik
550,Mark Hamill
551,Carrie Fisher
552,Trini Alvarado
553,Liesel Matthews
554,Eleanor Bron
555,Liam Cunningham
556,Crissy Rock
557,Vladimir Vega
558,Sandie Lavelle
559,Lumi Cavazos
560,Regina Torné
561,Ada Carrasco
562,Aidan Quinn
563,Damon Wayans
564,Karyn Parsons
565,William Hickey
566,Angel Aviles
567,Seidy López
568,Jacob Vargas
569,Warren Beatty
570,Katharine Hepburn
571,David Strathairn
572,Nigel Hawthorne
573,Helen Mirren
574,Ian Holm
575,Tom Hulce
576,Chevy Chase
577,Farrah Fawcett
578,Madeline Kahn
579,Rita Wilson
580,Melanie Griffith
581,Michael Patrick Carter
582,Mara Wilson
583,Richard Attenborough
584,Gil Bellows
585,Edward James Olmos
586,Jimmy Smits
587,Esai Morales
588,Paul Newman
589,Natasha Richardson
590,Sharron Corley
591,Gabriel Casseus
592,Saul Stein
593,Toru Nakamura
594,Chad McQueen
595,Craig Fairbrass
596,Elizabeth Hurley
597,Keith Allen
598,Laura San Giacomo
599,Paul Rhys
600,Michael O'Keefe
601,Marisa Tomei
602,Bonnie Hunt
603,Rena Owen
604,Temuera Morrison
605,Mamaengaroa Kerr-Bell
606,Alyssa Milano
607,Dustin Hoffman
608,Jean Reno
609,Natalie Portman
610,Alfred Molina
611,Erika Eleniak
612,Uma Thurman
613,Wang Bozhao
614,Deb Snyder
615,Linus Roache
616,Tom Wilkinson
617,Robert Carlyle
618,Rob Morrow
619,Youki Kudoh
620,Akira Takayama
621,Tamlyn Tomita
622,Isabelle Adjani
623,Daniel Auteuil
624,Jean-Hugues Anglade
625,Russell Crowe
626,Peter Falk
627,D. B. Sweeney
628,Marcello Mastroianni
629,Sophia Loren
630,Jean-Pierre Cassel
631,Jean-Louis Trintignant
632,Frédérique Feder
633,Juliette Binoche
634,Benoît Régent
635,Florence Pernel
636,Zbigniew Zamachowski
637,Janusz Gajos
638,Matt McCoy
639,Darlanne Fluegel
640,James Brolin
641,Martin Neufeld
642,Al Franken
643,Vincent D'Onofrio
644,Jack Palance
645,Howard McGillin
646,Michelle Nicastro
647,Jeni Courtney
648,Eileen Colgan
649,Mick Lally
650,James Woods
651,James Spader
652,Kurt Russell
653,Jaye Davidson
654,Judge Reinhold
655,Wendy Crewson
656,Bob Gunton
657,Kerry Fox
658,Christopher Eccleston
659,Ewan McGregor
660,Dennis Haysbert
661,Mel Harris
662,Sab Shimono
663,Jorge Perugorría
664,Vladimir Cruz
665,Mirta Ibarra
666,Kevin Spacey
667,Frank Whaley
668,Michelle Forbes
669,Jack Thompson
670,John Polson
671,Valerie Mahaffey
672,Lawrence Dane
673,Ge You
674,Niu Ben
675,Lori Petty
676,Naomi Watts
677,Malcolm McDowell
678,Billy Zane
679,William Sadler
680,Jada Pinkett Smith
681,Jonathan Frakes
682,Brent Spiner
683,Clarence Williams III
684,Joe Torry
685,De'Aundre Bonds
686,Willem Dafoe
687,Miranda Richardson
688,Rosemary Harris
689,Christopher Reeve
690,Linda Kozlowski
691,Brian Dennehy
692,Wallace Shawn
693,Larry Pine
694,Peter Gallagher
695,Alison Elliott
696,William Fichtner
697,Eddie Griffin
698,Joe Morton
699,Elijah Wood
700,Sandra Oh
701,Stephen Chang
702,Alannah Ong
703,Toni Collette
704,Bill Hunter
705,Rachel Griffiths
706,Schuyler Fisk
707,Bre Blair
708,Rachael Leigh Cook
709,Courteney Cox
710,Sean Young
711,Hugo Weaving
712,Guy Pearce
713,Terence Stamp
714,Stephen Dorff
715,Ian Hart
716,Sheryl Lee
717,Emmanuelle Seigner
718,Dianne Wiest
719,Tina Majorino
720,Alfre Woodard
721,David Patrick Kelly
722,Brandon Lee
723,Rochelle Davis
724,Robert Wuhl
725,Lolita Davidovich
726,Elizabeth Perkins
727,Robin Wright
728,Gary Sinise
729,Omar Epps
730,Kristy Swanson
731,Michael Rapaport
732,Luna Lauren Velez
733,Jon Seda
734,Tomas Melly
735,Saul Rubinek
736,Rosie Perez
737,Jason Scott Lee
738,Cary Elwes
739,Lena Headey
740,Leni Riefenstahl
741,Walter Frentz
742,Horst Kettner
743,Matthew Broderick
744,Moira Kelly
745,Chris Isaak
746,Heather Langenkamp
747,Robert Englund
748,Miko Hughes
749,Peter Greene
750,Cameron Diaz
751,James Garner
752,Campbell Scott
753,Priscilla Presley
754,George Kennedy
755,Michael Keaton
756,Janeane Garofalo
757,Lara Flynn Boyle
758,Macaulay Culkin
759,John Larroquette
760,Edward Herrmann
761,Bonnie Bedelia
762,Mia Sara
763,Ron Silver
764,Jamie Lee Curtis
765,Brenda Fricker
766,Michael Gambon
767,Reese Witherspoon
768,Jake Busey
769,Keenen Ivory Wayans
770,James Andrews
771,Mary Beth Aylesworth
772,Mike Barbour
773,Gérard Depardieu
774,Fanny Ardant
775,Fabrice Luchini
776,Tura Satana
777,Haji
778,Lori Williams
779,Bokeem Woodbine
780,Raúl Juliá
781,Ming-Na Wen
782,Mario Van Peebles
783,Deborah Kara Unger
784,Nicholas Turturro
785,Anthony DeSando
786,Libby Langdon
787,Julie Carmen
788,Jürgen Prochnow
789,Luke Perry
790,Cynthia Geary
791,Duane Martin
792,Tupac Shakur
793,Bernie Mac
794,Daniel Day-Lewis
795,Brendan Fraser
796,Charles Gitonga Maina
797,Yolanda Vazquez
798,Emilio Estevez
799,Taylor Nichols
800,Tushka Bergen
801,Theresa Russell
802,Maudie Johnson
803,Jim Varney
804,Diedrich Bader
805,Hector Elizondo
806,Alan Cumming
807,Docs Keepin Time
808,James Remar
809,Shaquille O'Neal
810,Mary McDonnell
811,Terry Kinney
812,Meg Tilly
813,Gabrielle Anwar
814,Sherilyn Fenn
815,Lillo Brancato
816,Chris Elliott
817,Ritch Brinkley
818,James Gammon
819,Gabriel Olds
820,Jason Priestley
821,Jerry O'Connell
822,Penelope Ann Miller
823,Jon Lovitz
824,Dana Carvey
825,Valeria Golino
826,John Lithgow
827,Michael Rooker
828,Dan Aykroyd
829,Jane Curtin
830,Michael McKean
831,Jane March
832,Rubén Blades
833,Jason London
834,Matthew McConaughey
835,Joey Lauren Adams
836,Lorraine Bracco
837,Pat Morita
838,Kate Nelligan
839,Leslie Cheung Kwok-Wing
840,Zhang Fengyi
841,Larry B. Scott
842,Mark Christopher Lawrence
843,Rusty Cundieff
844,James Caan
845,Joan Plowright
846,Anthony Higgins
847,Keiko
848,Sean Nelson
849,Giancarlo Esposito
850,Joe Pantoliano
851,Jason Patric
852,Kim Basinger
853,Ted Danson
854,Guinevere Turner
855,V.S. Brodie
856,T. Wendy McMillan
857,Arnold Vosloo
858,Charlie Sheen
859,Lloyd Bridges
860,Kim Cattrall
861,Cynthia Stevenson
862,Tara Fitzgerald
863,Colm Meaney
864,Christopher Reid
865,Christopher Martin
866,Angela Means
867,Whittni Wright
868,Albert Brooks
869,Andy Dick
870,Pete Postlethwaite
871,Suzzanne Douglas
872,Vanessa Bell Calloway
873,Cuba Gooding Jr.
874,Laura Dern
875,David Duchovny
876,Tom Guiry
877,Helen Slater
878,Jon Tenney
879,Christina Vidal
880,Paul Hogan
881,Beverly D'Angelo
882,Barbara Sukowa
883,Nick Stahl
884,Margaret Whitton
885,Jerry Adler
886,Tyrin Turner
887,Glenn Plummer
888,Eiko Matsuda
889,Tatsuya Fuji
890,Aoi Nakajima
891,Karen Sillas
892,Tom Noonan
893,Robert Sean Leonard
894,Lisa Jakub
895,Lesley Sharp
896,Hilary Swank
897,Michael Ironside
898,Tilda Swinton
899,Lothaire Bluteau
900,Jason Robards
901,Janet Jackson
902,Regina King
903,Eric Thal
904,Julie Warner
905,Brian Benben
906,Ned Beatty
907,Judy Davis
908,James Fox
909,Gregory Hines
910,Robert John Burke
911,Nancy Allen
912,Rip Torn
913,Richard Lewis
914,Roger Rees
915,Lena Olin
916,Daniel Pollock
917,Jacqueline McKenzie
918,Ashley Judd
919,Todd Field
920,Bentley Mitchum
921,Sean Astin
922,Jon Favreau
923,Cyril Collard
924,Carlos López
925,Max Pomeranc
926,Kate Maberly
927,Heydon Prowse
928,Andrew Knott
929,Kathleen Turner
930,Sam Waterston
931,Ricki Lake
932,Edward Hardwicke
933,Ross Malinger
934,Tom Berenger
935,Rutger Hauer
936,Carla Gugino
937,Lane Smith
938,Mike Myers
939,Anthony LaPaglia
940,Dennis Farina
941,Ice-T
942,Nastassja Kinski
943,James Gandolfini
944,Colm Feore
945,Derek Keurvorst
946,Danny Elfman
947,Chris Sarandon
948,Catherine O'Hara
949,Oliver Platt
950,Sam Elliott
951,James Carville
952,George Stephanopoulos
953,Heather Beckel
954,Heather Matarazzo
955,Matthew Faber
956,Daria Kalinina
957,Miou-Miou
958,Renaud
959,Jean Carmet
960,William McNamara
961,Verónica Forqué
962,Kim Vithana
963,Jimmi Harkishin
964,Sarita Khajuria
965,Luke Edwards
966,Timothy Busfield
967,John Ashton
968,Paolo Villaggio
969,Isa Danieli
970,Paolo Bonacelli
971,Jeremy Davies
972,Alberta Watson
973,Benjamin Hendrickson
974,Bug Hall
975,Brittany Ashton Holmes
976,Travis Tedford
977,Chelsea Field
978,Shane Meier
979,Claudio Amendola
980,Carlo Cecchi
981,Phoebe Cates
982,Wendy Hughes
983,Lily Tomlin
984,Tony Curtis
985,Nanni Moretti
986,Renato Carpentieri
987,Antonio Neiwiller
988,Shelley Long
989,Gary Cole
990,Christine Taylor
991,Scott Weinger
992,Linda Larkin
993,Linda Hamilton
994,Graham Greene
995,Adriana Caselotti
996,Lucille La Verne
997,Harry Stockwell
998,Paige O'Hara
999,Robby Benson
1000,Richard White
1001,Dickie Jones
1002,Cliff Edwards
1003,Christian Rub
1004,William Holden
1005,Ernest Borgnine
1006,Robert Ryan
1007,Renée Zellweger
1008,Rory Cochrane
1009,Quincy Jones
1010,Dizzy Gillespie
1011,Sonny Rollins
1012,Mae Whitman
1013,Tony Todd
1014,Kelly Rowan
1015,William O'Leary
1016,William H. Macy
1017,Ralph Waite
1018,Rodger Bumpass
1019,Jackie Burroughs
1020,Bruce Ramsay
1021,Valentina Vargas
1022,Doug Bradley
1023,David Schwimmer
1024,Charlotte Gainsbourg
1025,Nino Manfredi
1026,Johnny Dorelli
1027,Anna Karina
1028,Phil Harris
1029,Eva Gabor
1030,Sterling Holloway
1031,Marisa Paredes
1032,Juan Echanove
1033,Carme Elias
1034,Daryl Hannah
1035,Matt LeBlanc
1036,Gene Ross
1037,Paul Hewitt
1038,Lynn Whitfield
1039,Ron Eldard
1040,Annabeth Gish
1041,Edward Norton
1042,Dom DeLuise
1043,Adam Wylie
1044,Rosana Pastor
1045,Frédéric Pierrot
1046,Tim Daly
1047,Caroleen Feeney
1048,Dan Gunther
1049,Armin Mueller-Stahl
1050,Juliet Landau
1051,Michael Beach
1052,Michael Gunther
1053,Craig Chester
1054,Michael Stock
1055,Richard E. Grant
1056,Judi Dench
1057,Theresa Randle
1058,Isaiah Washington
1059,Spike Lee
1060,Emmanuelle Béart
1061,Michel Serrault
1062,Claire Nadeau
1063,Lou Diamond Phillips
1064,Jon Voight
1065,Masatoshi Nagase
1066,Fisher Stevens
1067,Paul Terry
1068,Joanna Lumley
1069,William Petersen
1070,Dave Foley
1071,Bruce McCulloch
1072,Kevin McDonald
1073,Miki Manojlović
1074,Lazar Ristovski
1075,Mirjana Joković
1076,Daniel Bernhardt
1077,Donald Gibb
1078,Subir Banerjee
1079,Uma Das Gupta
1080,Karuna Banerjee
1081,Soumitra Chatterjee
1082,Sharmila Tagore
1083,Alok Chakravarty
1084,Michael J. Nelson
1085,Trace Beaulieu
1086,Kevin Murphy
1087,Michael Jordan
1088,Wayne Knight
1089,Jane Fonda
1090,John Phillip Law
1091,Anita Pallenberg
1092,Billy Bob Thornton
1093,Molly Ringwald
1094,J.T. Walsh
1095,Matt Keeslar
1096,Victoria Smurfit
1097,Eddie Constantine
1098,Akim Tamiroff
1099,Eric Roberts
1100,Gregory Harrison
1101,Margaret Cho
1102,Danny Glover
1103,Shirley MacLaine
1104,Barry Corbin
1105,Raymond Cruz
1106,Marc Anthony
1107,Kevin Dillon
1108,Bill Nunn
1109,Audie England
1110,Costas Mandylor
1111,Bernard Zette
1112,Charlie Talbert
1113,Chris Owen
1114,Lukas Haas
1115,John C. Reilly
1116,Roger Moore
1117,Fredro Starr
1118,Carol Kane
1119,Ben Chaplin
1120,Joey Lawrence
1121,Billy Joel
1122,Cheech Marin
1123,Jonathan Banks
1124,Gary Farmer
1125,Crispin Glover
1126,Olivier Martinez
1127,Pierre Arditi
1128,Christian Clavier
1129,Valérie Lemercier
1130,Harris Yulin
1131,Peter Sallis
1132,Anne Reid
1133,Maila Nurmi
1134,Dolores Fuller
1135,Paul Marco
1136,Robin Tunney
1137,Fairuza Balk
1138,Neve Campbell
1139,Peter Berg
1140,Randy Quaid
1141,Eileen Atkins
1142,Kate Beckinsale
1143,Sheila Burrell
1144,Rupert Everett
1145,François Hadji-Lazaro
1146,Anna Falchi
1147,Helen Hunt
1148,Jami Gertz
1149,Pamela Anderson
1150,Victoria Rowell
1151,Atsuko Tanaka
1152,Akio Otsuka
1153,Iemasa Kayumi
1154,Michael Constantine
1155,Lucinda Jenney
1156,Nicollette Sheridan
1157,Charles Durning
1158,Jessica Lundy
1159,Richard Schiff
1160,Peter Sellers
1161,George C. Scott
1162,Sterling Hayden
1163,Tony Leung Ka-Fai
1164,Dominique Horwitz
1165,Thomas Kretschmann
1166,Jochen Nickel
1167,Treat Williams
1168,Burt Reynolds
1169,Pruitt Taylor Vince
1170,Shelley Winters
1171,Liv Tyler
1172,Brian Kerwin
1173,Jared Harris
1174,Martha Plimpton
1175,Magaye Niang
1176,Myriam Niang
1177,Christoph Colomb
1178,Brigitte Bardot
1179,Alain Delon
1180,Ewen Bremner
1181,Karen Allen
1182,Sinéad Cusack
1183,Tony Jay
1184,Leslie Mann
1185,Vanessa Angel
1186,Vanessa Williams
1187,James Coburn
1188,Claudiu Bleonţ
1189,Olga Tudorache
1190,Amy Brenneman
1191,Viggo Mortensen
1192,Peter Dobson
1193,Chris Cooper
1194,Elizabeth Peña
1195,Michelle Trachtenberg
1196,J. Smith-Cameron
1197,Kyra Sedgwick
1198,Forest Whitaker
1199,Jennifer Aniston
1200,Edward Burns
1201,Dennis Franz
1202,Vincent Kartheiser
1203,Dirk Benedict
1204,Francis Capra
1205,Ally Walker
1206,Bill Murray
1207,Christopher Daniel Barnes
1208,Patrick Bauchau
1209,Haydée Politoff
1210,Daniel Pommereulle
1211,André Eisermann
1212,Udo Samel
1213,Jeremy Clyde
1214,Geneviève Bujold
1215,Megan Ward
1216,Billy West
1217,Goldie Hawn
1218,Bette Midler
1219,Louise Fletcher
1220,Hedy Burress
1221,Jenny Lewis
1222,Rachel Weisz
1223,Vincent Perez
1224,Iggy Pop
1225,Kevin Pollak
1226,Kyle Howard
1227,Pierre Brasseur
1228,Alida Valli
1229,Édith Scob
1230,Angie Everhart
1231,Marcia Gay Harden
1232,Stacy Keach
1233,Jeffrey Wright
1234,Michael Wincott
1235,Don Johnson
1236,Michelle Yeoh
1237,Maggie Cheung Man-Yuk
1238,Jennifer Tilly
1239,David Paymer
1240,Rosanna Arquette
1241,Alexandra Paul
1242,Youssef Abed-Alnour
1243,Paul Gleason
1244,Yu Rongguang
1245,Emil Chau Wah-Kin
1246,Linda Hunt
1247,Brock Pierce
1248,Blake Boyd
1249,Haley Joel Osment
1250,Scott McAfee
1251,Candace Hutson
1252,Heather Hogan
1253,Ariane Schluter
1254,Ad van Kempen
1255,Donald Pleasence
1256,Paul Rudd
1257,Marianne Hagan
1258,Élodie Bouchez
1259,Gaël Morel
1260,Stéphane Rideau
1261,Gary Cooper
1262,Ingrid Bergman
1263,Cary Grant
1264,James Stewart
1265,Gene Kelly
1266,Donald O'Connor
1267,Debbie Reynolds
1268,Leslie Caron
1269,Oscar Levant
1270,Audrey Hepburn
1271,Fred Astaire
1272,Kay Thompson
1273,George Peppard
1274,Patricia Neal
1275,Kim Novak
1276,Barbara Bel Geddes
1277,Grace Kelly
