year_film,year_ceremony,ceremony,award_id,nominee,film,winner
1995,1996,68,4,Richard Dreyfuss,Mr. Holland's Opus,False
1995,1996,68,8,John Toll,Braveheart,True
1995,1996,68,9,Charles Knode,Braveheart,False
1995,1996,68,12,Mel Gibson,Braveheart,True
1995,1996,68,15,Steven Rosenblum,Braveheart,False
1995,1996,68,17,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart,True
1995,1996,68,6,James Horner,Braveheart,False
1995,1996,68,10,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart,True
1995,1996,68,18,"Andy Nelson, Scott Millan, Anna Behlmer, Brian Simmons",Braveheart,False
1995,1996,68,19,"Lon Bender, Per Hallberg",Braveheart,True
1995,1996,68,3,Randall Wallace,Braveheart,False
1976,1977,49,4,Robert De Niro,Taxi Driver,False
1976,1977,49,5,Jodie Foster,Taxi Driver,False
1976,1977,49,20,Bernard Herrmann,Taxi Driver,False
1976,1977,49,10,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,False
1995,1996,68,21,Jon Blair,Anne Frank Remembered,True
1996,1997,69,2,Music and Lyric by Diane Warren,Up Close and Personal,False
1995,1996,68,13,Ed Harris,Apollo 13,False
1995,1996,68,5,Kathleen Quinlan,Apollo 13,False
1995,1996,68,14,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,Apollo 13,False
1995,1996,68,15,"Mike Hill, Dan Hanley",Apollo 13,True
1995,1996,68,6,James Horner,Apollo 13,False
1995,1996,68,10,"Brian Grazer, Producer",Apollo 13,False
1995,1996,68,18,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13,True
1995,1996,68,16,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",Apollo 13,False
1995,1996,68,11,"William Broyles, Jr., Al Reinert",Apollo 13,False
1995,1996,68,13,Tim Roth,Rob Roy,False
1995,1996,68,8,Stephen Goldblatt,Batman Forever,False
1995,1996,68,18,"Donald O. Mitchell, Frank A. Montaño, Michael Herbick, Petur Hliddal",Batman Forever,False
1995,1996,68,19,"John Leveque, Bruce Stambler",Batman Forever,False
1995,1996,68,15,Chris Lebenzon,Crimson Tide,False
1995,1996,68,18,"Kevin O'Connell, Rick Kline, Gregory H. Watkins, William B. Kaplan",Crimson Tide,False
1995,1996,68,19,George Watters II,Crimson Tide,False
1995,1996,68,1,Thomas Newman,Unstrung Heroes,False
1995,1996,68,18,"Steve Maslow, Gregg Landaker, Keith A. Wester",Waterworld,False
1995,1996,68,2,"Music and Lyric by Michael Kamen, Bryan Adams and Robert John Lange",Don Juan DeMarco,False
1994,1995,67,13,Martin Landau,Ed Wood,True
1994,1995,67,17,"Rick Baker, Ve Neill, Yolanda Toussieng",Ed Wood,True
1994,1995,67,15,"Frederick Marx, Steve James, Bill Haugse",Hoop Dreams,False
1994,1995,67,3,"Frances Walsh, Peter Jackson",Heavenly Creatures,False
1994,1995,67,2,"Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth",Junior,False
1994,1995,67,7,Winona Ryder,Little Women,False
1994,1995,67,9,Colleen Atwood,Little Women,False
1994,1995,67,20,Thomas Newman,Little Women,False
1994,1995,67,14,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,Legends of the Fall,False
1994,1995,67,8,John Toll,Legends of the Fall,True
1994,1995,67,18,"Paul Massey, David Campbell, Christopher David, Douglas Ganton",Legends of the Fall,False
1994,1995,67,4,Paul Newman,Nobody's Fool,False
1994,1995,67,11,Robert Benton,Nobody's Fool,False
1994,1995,67,7,Jodie Foster,Nell,False
1994,1995,67,4,John Travolta,Pulp Fiction,False
1994,1995,67,13,Samuel L. Jackson,Pulp Fiction,False
1994,1995,67,5,Uma Thurman,Pulp Fiction,False
1994,1995,67,12,Quentin Tarantino,Pulp Fiction,False
1994,1995,67,15,Sally Menke,Pulp Fiction,False
1994,1995,67,10,"Lawrence Bender, Producer",Pulp Fiction,False
1994,1995,67,3,Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,True
1994,1995,67,13,Paul Scofield,Quiz Show,False
1994,1995,67,12,Robert Redford,Quiz Show,False
1994,1995,67,10,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",Quiz Show,False
1994,1995,67,11,Paul Attanasio,Quiz Show,False
1995,1996,68,17,"Greg Cannom, Bob Laden, Colleen Callaghan",Roommates,False
1994,1995,67,7,Miranda Richardson,Tom & Viv,False
1994,1995,67,5,Rosemary Harris,Tom & Viv,False
1993,1994,66,13,Leonardo DiCaprio,What's Eating Gilbert Grape,False
1994,1995,67,18,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester",Clear and Present Danger,False
1994,1995,67,19,"Bruce Stambler, John Leveque",Clear and Present Danger,False
1994,1995,67,4,Tom Hanks,Forrest Gump,True
1994,1995,67,13,Gary Sinise,Forrest Gump,False
1994,1995,67,14,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,Forrest Gump,False
1994,1995,67,8,Don Burgess,Forrest Gump,False
1994,1995,67,12,Robert Zemeckis,Forrest Gump,True
1994,1995,67,15,Arthur Schmidt,Forrest Gump,True
1994,1995,67,17,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",Forrest Gump,False
1994,1995,67,20,Alan Silvestri,Forrest Gump,False
1994,1995,67,10,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",Forrest Gump,True
1994,1995,67,18,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Forrest Gump,False
1994,1995,67,19,"Gloria S. Borders, Randy Thom",Forrest Gump,False
1994,1995,67,16,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump,True
1994,1995,67,11,Eric Roth,Forrest Gump,True
1994,1995,67,10,"Duncan Kenworthy, Producer",Four Weddings and a Funeral,False
1994,1995,67,3,Richard Curtis,Four Weddings and a Funeral,False
1994,1995,67,9,April Ferry,Maverick,False
1994,1995,67,15,John Wright,Speed,False
1994,1995,67,18,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,True
1994,1995,67,19,Stephen Hunter Flick,Speed,True
1994,1995,67,16,"John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung",True Lies,False
1994,1995,67,8,Owen Roizman,Wyatt Earp,False
1993,1994,66,14,Art Direction:  Ken Adam;  Set Decoration:  Marvin March,Addams Family Values,False
1994,1995,67,7,Jessica Lange,Blue Sky,True
1993,1994,66,18,"Michael Minkler, Bob Beemer, Tim Cooney",Cliffhanger,False
1993,1994,66,19,"Wylie Stateman, Gregg Baxter",Cliffhanger,False
1993,1994,66,16,"Neil Krepela, John Richardson, John Bruno, Pamela Easley",Cliffhanger,False
1993,1994,66,3,Gary Ross,Dave,False
1993,1994,66,5,Rosie Perez,Fearless,False
1993,1994,66,18,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",Geronimo: An American Legend,False
1993,1994,66,13,John Malkovich,In the Line of Fire,False
1993,1994,66,15,Anne V. Coates,In the Line of Fire,False
1993,1994,66,3,Jeff Maguire,In the Line of Fire,False
1993,1994,66,4,Daniel Day-Lewis,In the Name of the Father,False
1993,1994,66,13,Pete Postlethwaite,In the Name of the Father,False
1993,1994,66,5,Emma Thompson,In the Name of the Father,False
1993,1994,66,12,Jim Sheridan,In the Name of the Father,False
1993,1994,66,15,Gerry Hambling,In the Name of the Father,False
1993,1994,66,10,"Jim Sheridan, Producer",In the Name of the Father,False
1993,1994,66,11,"Terry George, Jim Sheridan",In the Name of the Father,False
1993,1994,66,18,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,True
1993,1994,66,19,"Gary Rydstrom, Richard Hymns",Jurassic Park,True
1993,1994,66,16,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,True
1993,1994,66,17,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,True
1993,1994,66,4,Tom Hanks,Philadelphia,True
1993,1994,66,17,"Carl Fullerton, Alan D'Angerio",Philadelphia,False
1993,1994,66,2,Music and Lyric by Neil Young,Philadelphia,False
1993,1994,66,2,Music and Lyric by Bruce Springsteen,Philadelphia,True
1993,1994,66,3,Ron Nyswaner,Philadelphia,False
1993,1994,66,2,"Music and Lyric by Janet Jackson, James Harris III and Terry Lewis",Poetic Justice,False
1993,1994,66,4,Liam Neeson,Schindler's List,False
1993,1994,66,13,Ralph Fiennes,Schindler's List,False
1993,1994,66,14,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,True
1993,1994,66,8,Janusz Kaminski,Schindler's List,True
1993,1994,66,9,Anna Biedrzycka-Sheppard,Schindler's List,False
1993,1994,66,12,Steven Spielberg,Schindler's List,True
1993,1994,66,15,Michael Kahn,Schindler's List,True
1993,1994,66,17,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,False
1993,1994,66,20,John Williams,Schindler's List,True
1993,1994,66,10,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,True
1993,1994,66,18,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,False
1993,1994,66,11,Steven Zaillian,Schindler's List,True
1993,1994,66,8,Conrad L. Hall,Searching for Bobby Fischer,False
1993,1994,66,7,Debra Winger,Shadowlands,False
1993,1994,66,11,William Nicholson,Shadowlands,False
1993,1994,66,12,Robert Altman,Short Cuts,False
1993,1994,66,7,Stockard Channing,Six Degrees of Separation,False
1993,1994,66,2,Music by Marc Shaiman; Lyric by Ramsey McLean,Sleepless in Seattle,False
1993,1994,66,3,"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch",Sleepless in Seattle,False
1982,1983,55,14,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",Blade Runner,False
1982,1983,55,16,"Douglas Trumbull, Richard Yuricich, David Dryer",Blade Runner,False
1990,1991,63,20,John Williams,Home Alone,False
1990,1991,63,2,Music by John Williams; Lyric by Leslie Bricusse,Home Alone,False
1990,1991,63,5,Whoopi Goldberg,Ghost,True
1990,1991,63,15,Walter Murch,Ghost,False
1990,1991,63,20,Maurice Jarre,Ghost,False
1990,1991,63,10,"Lisa Weinstein, Producer",Ghost,False
1990,1991,63,3,Bruce Joel Rubin,Ghost,True
1992,1993,65,20,Alan Menken,Aladdin,True
1992,1993,65,2,Music by Alan Menken; Lyric by Howard Ashman,Aladdin,False
1992,1993,65,2,Music by Alan Menken; Lyric by Tim Rice,Aladdin,True
1992,1993,65,18,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Aladdin,False
1992,1993,65,19,Mark Mangini,Aladdin,False
1991,1992,64,8,Adam Greenberg,Terminator 2: Judgment Day,False
1991,1992,64,15,"Conrad Buff, Mark Goldblatt, Richard A. Harris",Terminator 2: Judgment Day,False
1991,1992,64,17,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,True
1991,1992,64,18,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,True
1991,1992,64,19,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,True
1991,1992,64,16,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,True
1989,1990,62,14,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
1937,1938,10,22,"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,False
1991,1992,64,20,Alan Menken,Beauty and the Beast,True
1991,1992,64,2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,True
1991,1992,64,2,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,10,"Don Hahn, Producer",Beauty and the Beast,False
1991,1992,64,18,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Beauty and the Beast,False
1940,1941,13,20,"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,True
1940,1941,13,23,Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,True
1990,1991,63,7,Julia Roberts,Pretty Woman,False
1996,1997,69,2,"Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich",One Fine Day,False
1996,1997,69,13,William H. Macy,Fargo,False
1996,1997,69,7,Frances McDormand,Fargo,True
1996,1997,69,8,Roger Deakins,Fargo,False
1996,1997,69,12,Joel Coen,Fargo,False
1996,1997,69,15,Roderick Jaynes,Fargo,False
1996,1997,69,10,"Ethan Coen, Producer",Fargo,False
1996,1997,69,3,"Ethan Coen, Joel Coen",Fargo,True
1996,1997,69,13,Edward Norton,Primal Fear,False
1996,1997,69,16,"Scott Squires, Phil Tippett, James Straus, Kit West",Dragonheart,False
1996,1997,69,1,Randy Newman,James and the Giant Peach,False
1996,1997,69,18,"Steve Maslow, Gregg Landaker, Kevin O'Connell, Geoffrey Patterson",Twister,False
1996,1997,69,16,"Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta",Twister,False
1964,1965,37,24,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,12,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,10,"Stanley Kubrick, Producer",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,25,"Stanley Kubrick, Peter George, Terry Southern",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1994,1995,67,21,"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,True
1996,1997,69,11,John Hodge,Trainspotting,False
1996,1997,69,19,"Alan Robert Murray, Bub Asman",Eraser,False
1996,1997,69,19,"Richard L. Anderson, David A. Whittaker",Daylight,False
1996,1997,69,3,John Sayles,Lone Star,False
1996,1997,69,9,Ruth Myers,Emma,False
1996,1997,69,1,Rachel Portman,Emma,True
1943,1944,16,24,Gary Cooper,For Whom the Bell Tolls,False
1943,1944,16,13,Akim Tamiroff,For Whom the Bell Tolls,False
1943,1944,16,26,Ingrid Bergman,For Whom the Bell Tolls,False
1943,1944,16,5,Katina Paxinou,For Whom the Bell Tolls,True
1943,1944,16,27,"Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger",For Whom the Bell Tolls,False
1943,1944,16,28,Ray Rennahan,For Whom the Bell Tolls,False
1943,1944,16,15,"Sherman Todd, John Link",For Whom the Bell Tolls,False
1943,1944,16,29,Victor Young,For Whom the Bell Tolls,False
1943,1944,16,30,Paramount,For Whom the Bell Tolls,False
1952,1953,25,5,Jean Hagen,Singin' in the Rain,False
1952,1953,25,31,Lennie Hayton,Singin' in the Rain,False
1957,1958,30,14,"Art Direction:  Hal Pereira, George W. Davis;  Set Decoration:  Sam Comer, Ray Moyer",Funny Face,False
1957,1958,30,8,Ray June,Funny Face,False
1957,1958,30,9,"Edith Head, Hubert de Givenchy",Funny Face,False
1957,1958,30,32,Leonard Gershe,Funny Face,False
1961,1962,34,26,Audrey Hepburn,Breakfast at Tiffany's,False
1961,1962,34,27,"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Breakfast at Tiffany's,False
1961,1962,34,29,Henry Mancini,Breakfast at Tiffany's,True
1961,1962,34,23,Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,True
1961,1962,34,25,George Axelrod,Breakfast at Tiffany's,False
1958,1959,31,14,"Art Direction:  Hal Pereira, Henry Bumstead;  Set Decoration:  Sam Comer, Frank McKelvy",Vertigo,False
1958,1959,31,18,"Paramount Studio Sound Department, George Dutton, Sound Director",Vertigo,False
1954,1955,27,28,Robert Burks,Rear Window,False
1954,1955,27,12,Alfred Hitchcock,Rear Window,False
1954,1955,27,33,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Rear Window,False
1954,1955,27,34,John Michael Hayes,Rear Window,False
1934,1935,7,24,Clark Gable,It Happened One Night,True
1934,1935,7,26,Claudette Colbert,It Happened One Night,True
1934,1935,7,12,Frank Capra,It Happened One Night,True
1934,1935,7,35,Columbia,It Happened One Night,True
1934,1935,7,36,Robert Riskin,It Happened One Night,True
1944,1945,17,24,Charles Boyer,Gaslight,False
1944,1945,17,26,Ingrid Bergman,Gaslight,True
1944,1945,17,5,Angela Lansbury,Gaslight,False
1944,1945,17,37,"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,True
1944,1945,17,38,Joseph Ruttenberg,Gaslight,False
1944,1945,17,39,Metro-Goldwyn-Mayer,Gaslight,False
1944,1945,17,34,"John Van Druten, Walter Reisch, John L. Balderston",Gaslight,False
1959,1960,32,27,"Art Direction:  William A. Horning, Robert Boyle, Merrill Pye;  Set Decoration:  Henry Grace, Frank McKelvy",North by Northwest,False
1959,1960,32,15,George Tomasini,North by Northwest,False
1959,1960,32,32,Ernest Lehman,North by Northwest,False
1959,1960,32,24,Jack Lemmon,Some Like It Hot,False
1959,1960,32,37,Art Direction:  Ted Haworth;  Set Decoration:  Edward G. Boyle,Some Like It Hot,False
1959,1960,32,38,"Charles Lang, Jr.",Some Like It Hot,False
1959,1960,32,40,Orry-Kelly,Some Like It Hot,True
1959,1960,32,12,Billy Wilder,Some Like It Hot,False
1959,1960,32,25,"Billy Wilder, I. A. L. Diamond",Some Like It Hot,False
1963,1964,36,23,Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,False
1964,1965,37,24,Rex Harrison,My Fair Lady,True
1964,1965,37,13,Stanley Holloway,My Fair Lady,False
1964,1965,37,5,Gladys Cooper,My Fair Lady,False
1964,1965,37,27,"Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins",My Fair Lady,True
1964,1965,37,28,Harry Stradling,My Fair Lady,True
1964,1965,37,41,Cecil Beaton,My Fair Lady,True
1964,1965,37,12,George Cukor,My Fair Lady,True
1964,1965,37,15,William Ziegler,My Fair Lady,False
1964,1965,37,42,Andre Previn,My Fair Lady,True
1964,1965,37,10,"Jack L. Warner, Producer",My Fair Lady,True
1964,1965,37,18,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",My Fair Lady,True
1964,1965,37,25,Alan Jay Lerner,My Fair Lady,False
1954,1955,27,26,Audrey Hepburn,Sabrina,False
1954,1955,27,37,"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Sabrina,False
1954,1955,27,38,"Charles Lang, Jr.",Sabrina,False
1954,1955,27,40,Edith Head,Sabrina,True
1954,1955,27,12,Billy Wilder,Sabrina,False
1954,1955,27,34,"Billy Wilder, Samuel Taylor, Ernest Lehman",Sabrina,False
1953,1954,26,13,Eddie Albert,Roman Holiday,False
1953,1954,26,26,Audrey Hepburn,Roman Holiday,True
1953,1954,26,37,"Art Direction:  Hal Pereira, Walter Tyler",Roman Holiday,False
1953,1954,26,38,"Frank Planer, Henri Alekan",Roman Holiday,False
1953,1954,26,40,Edith Head,Roman Holiday,True
1953,1954,26,12,William Wyler,Roman Holiday,False
1953,1954,26,15,Robert Swink,Roman Holiday,False
1953,1954,26,39,"William Wyler, Producer",Roman Holiday,False
1953,1954,26,43,Dalton Trumbo,Roman Holiday,True
1953,1954,26,34,"Ian McLellan Hunter, John Dighton",Roman Holiday,False
1944,1945,17,28,George Folsey,Meet Me in St. Louis,False
1944,1945,17,31,Georgie Stoll,Meet Me in St. Louis,False
1944,1945,17,23,Music and Lyrics by Ralph Blane and Hugh Martin,Meet Me in St. Louis,False
1944,1945,17,34,"Irving Brecher, Fred F. Finklehoffe",Meet Me in St. Louis,False
1939,1940,12,24,Clark Gable,Gone with the Wind,False
1939,1940,12,26,Vivien Leigh,Gone with the Wind,True
1939,1940,12,5,Olivia de Havilland,Gone with the Wind,False
1939,1940,12,5,Hattie McDaniel,Gone with the Wind,True
1939,1940,12,14,Lyle Wheeler,Gone with the Wind,True
1939,1940,12,28,"Ernest Haller, Ray Rennahan",Gone with the Wind,True
1939,1940,12,12,Victor Fleming,Gone with the Wind,True
1939,1940,12,15,"Hal C. Kern, James E. Newcom",Gone with the Wind,True
1939,1940,12,20,Max Steiner,Gone with the Wind,False
1939,1940,12,35,Selznick International Pictures,Gone with the Wind,True
1939,1940,12,33,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Gone with the Wind,False
1939,1940,12,44,"John R. Cosgrove, Fred Albin, Arthur Johns",Gone with the Wind,False
1939,1940,12,34,Sidney Howard,Gone with the Wind,True
1982,1983,55,4,Peter O'Toole,My Favorite Year,False
1941,1942,14,24,Orson Welles,Citizen Kane,False
1941,1942,14,37,"Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera",Citizen Kane,False
1941,1942,14,38,Gregg Toland,Citizen Kane,False
1941,1942,14,12,Orson Welles,Citizen Kane,False
1941,1942,14,15,Robert Wise,Citizen Kane,False
1941,1942,14,45,Bernard Herrmann,Citizen Kane,False
1941,1942,14,30,Mercury,Citizen Kane,False
1941,1942,14,33,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Citizen Kane,False
1941,1942,14,46,"Herman J. Mankiewicz, Orson Welles",Citizen Kane,True
1968,1969,41,14,"Art Direction:  Tony Masters, Harry Lange, Ernie Archer",2001: A Space Odyssey,False
1968,1969,41,12,Stanley Kubrick,2001: A Space Odyssey,False
1968,1969,41,47,Stanley Kubrick,2001: A Space Odyssey,True
1968,1969,41,32,"Stanley Kubrick, Arthur C. Clarke",2001: A Space Odyssey,False
1940,1941,13,24,Laurence Olivier,Rebecca,False
1940,1941,13,26,Joan Fontaine,Rebecca,False
1940,1941,13,5,Judith Anderson,Rebecca,False
1940,1941,13,37,Lyle Wheeler,Rebecca,False
1940,1941,13,38,George Barnes,Rebecca,True
1940,1941,13,12,Alfred Hitchcock,Rebecca,False
1940,1941,13,15,Hal C. Kern,Rebecca,False
1940,1941,13,20,Franz Waxman,Rebecca,False
1940,1941,13,35,Selznick International Pictures,Rebecca,True
1940,1941,13,44,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,Rebecca,False
1940,1941,13,34,"Robert E. Sherwood, Joan Harrison",Rebecca,False
1940,1941,13,13,Albert Basserman,Foreign Correspondent,False
1940,1941,13,37,Alexander Golitzen,Foreign Correspondent,False
1940,1941,13,38,Rudolph Maté,Foreign Correspondent,False
1940,1941,13,35,Walter Wanger (production company),Foreign Correspondent,False
1940,1941,13,44,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,Foreign Correspondent,False
1940,1941,13,46,"Charles Bennett, Joan Harrison",Foreign Correspondent,False
1946,1947,19,13,Claude Rains,Notorious,False
1946,1947,19,46,Ben Hecht,Notorious,False
1945,1946,18,13,Michael Chekhov,Spellbound,False
1945,1946,18,38,George Barnes,Spellbound,False
1945,1946,18,12,Alfred Hitchcock,Spellbound,False
1945,1946,18,29,Miklos Rozsa,Spellbound,True
1945,1946,18,39,Selznick International Pictures,Spellbound,False
1945,1946,18,44,Photographic Effects by Jack Cosgrove,Spellbound,False
1955,1956,28,27,"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams",To Catch a Thief,False
1955,1956,28,28,Robert Burks,To Catch a Thief,True
1955,1956,28,41,Edith Head,To Catch a Thief,False
1950,1951,23,24,Spencer Tracy,Father of the Bride,False
1950,1951,23,39,Metro-Goldwyn-Mayer,Father of the Bride,False
1950,1951,23,34,"Frances Goodrich, Albert Hackett",Father of the Bride,False
1939,1940,12,26,Greta Garbo,Ninotchka,False
1939,1940,12,35,Metro-Goldwyn-Mayer,Ninotchka,False
1939,1940,12,48,Melchior Lengyel,Ninotchka,False
1939,1940,12,34,"Charles Brackett, Billy Wilder, Walter Reisch",Ninotchka,False
1958,1959,31,14,"Art Direction:  William A. Horning, Preston Ames;  Set Decoration:  Henry Grace, Keogh Gleason",Gigi,True
1958,1959,31,28,Joseph Ruttenberg,Gigi,True
1958,1959,31,9,Cecil Beaton,Gigi,True
1958,1959,31,12,Vincente Minnelli,Gigi,True
1958,1959,31,15,Adrienne Fazan,Gigi,True
1958,1959,31,31,Andre Previn,Gigi,True
1958,1959,31,23,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi,True
1958,1959,31,39,"Arthur Freed, Producer",Gigi,True
1958,1959,31,25,Alan Jay Lerner,Gigi,True
1944,1945,17,13,Clifton Webb,Laura,False
1944,1945,17,37,"Art Direction:  Lyle Wheeler, Leland Fuller;  Interior Decoration:  Thomas Little",Laura,False
1944,1945,17,38,Joseph LaShelle,Laura,True
