year_film,year_ceremony,ceremony,category,name,film,winner
1993,1994,66,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,True
1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,False
1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,True
1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,True
1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,False
1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,True
1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,True
1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,False
1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,True
1993,1994,66,CINEMATOGRAPHY,Conrad L. Hall,Searching for Bobby Fischer,False
1993,1994,66,ACTRESS IN A LEADING ROLE,Debra Winger,Shadowlands,False
1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),William Nicholson,Shadowlands,False
1993,1994,66,DIRECTING,Robert Altman,Short Cuts,False
1993,1994,66,ACTRESS IN A LEADING ROLE,Stockard Channing,Six Degrees of Separation,False
1993,1994,66,MUSIC (Original Song),Music by Marc Shaiman; Lyric by Ramsey McLean,Sleepless in Seattle,False
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch",Sleepless in Seattle,False
1982,1983,55,ART DIRECTION,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",Blade Runner,False
1982,1983,55,VISUAL EFFECTS,"Douglas Trumbull, Richard Yuricich, David Dryer",Blade Runner,False
1990,1991,63,MUSIC (Original Score),John Williams,Home Alone,False
1990,1991,63,MUSIC (Original Song),Music by John Williams; Lyric by Leslie Bricusse,Home Alone,False
1990,1991,63,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,True
1990,1991,63,FILM EDITING,Walter Murch,Ghost,False
1990,1991,63,MUSIC (Original Score),Maurice Jarre,Ghost,False
1990,1991,63,BEST PICTURE,"Lisa Weinstein, Producer",Ghost,False
1990,1991,63,WRITING (Screenplay Written Directly for the Screen),Bruce Joel Rubin,Ghost,True
1992,1993,65,MUSIC (Original Score),Alan Menken,Aladdin,True
1992,1993,65,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Aladdin,False
1992,1993,65,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,Aladdin,True
1992,1993,65,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Aladdin,False
1992,1993,65,SOUND EFFECTS EDITING,Mark Mangini,Aladdin,False
1991,1992,64,CINEMATOGRAPHY,Adam Greenberg,Terminator 2: Judgment Day,False
1991,1992,64,FILM EDITING,"Conrad Buff, Mark Goldblatt, Richard A. Harris",Terminator 2: Judgment Day,False
1991,1992,64,MAKEUP,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,True
1991,1992,64,SOUND,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,True
1991,1992,64,SOUND EFFECTS EDITING,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,True
1991,1992,64,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,True
1989,1990,62,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True
1937,1938,10,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,False
1991,1992,64,MUSIC (Original Score),Alan Menken,Beauty and the Beast,True
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,True
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,False
1991,1992,64,BEST PICTURE,"Don Hahn, Producer",Beauty and the Beast,False
1991,1992,64,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Beauty and the Beast,False
1940,1941,13,MUSIC (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,True
1940,1941,13,MUSIC (Song),Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,True
1990,1991,63,ACTRESS IN A LEADING ROLE,Julia Roberts,Pretty Woman,False
1996,1997,69,MUSIC (Original Song),"Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich",One Fine Day,False
1996,1997,69,ACTOR IN A SUPPORTING ROLE,William H. Macy,Fargo,False
1996,1997,69,ACTRESS IN A LEADING ROLE,Frances McDormand,Fargo,True
1996,1997,69,CINEMATOGRAPHY,Roger Deakins,Fargo,False
1996,1997,69,DIRECTING,Joel Coen,Fargo,False
1996,1997,69,FILM EDITING,Roderick Jaynes,Fargo,False
1996,1997,69,BEST PICTURE,"Ethan Coen, Producer",Fargo,False
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),"Ethan Coen, Joel Coen",Fargo,True
1996,1997,69,ACTOR IN A SUPPORTING ROLE,Edward Norton,Primal Fear,False
1996,1997,69,VISUAL EFFECTS,"Scott Squires, Phil Tippett, James Straus, Kit West",Dragonheart,False
1996,1997,69,MUSIC (Original Musical or Comedy Score),Randy Newman,James and the Giant Peach,False
1996,1997,69,SOUND,"Steve Maslow, Gregg Landaker, Kevin O'Connell, Geoffrey Patterson",Twister,False
1996,1997,69,VISUAL EFFECTS,"Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta",Twister,False
1964,1965,37,ACTOR,Peter Sellers,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,DIRECTING,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,BEST PICTURE,"Stanley Kubrick, Producer",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1964,1965,37,WRITING (Screenplay--based on material from another medium),"Stanley Kubrick, Peter George, Terry Southern",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1994,1995,67,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,True
1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),John Hodge,Trainspotting,False
1996,1997,69,SOUND EFFECTS EDITING,"Alan Robert Murray, Bub Asman",Eraser,False
1996,1997,69,SOUND EFFECTS EDITING,"Richard L. Anderson, David A. Whittaker",Daylight,False
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),John Sayles,Lone Star,False
1996,1997,69,COSTUME DESIGN,Ruth Myers,Emma,False
1996,1997,69,MUSIC (Original Musical or Comedy Score),Rachel Portman,Emma,True
1943,1944,16,ACTOR,Gary Cooper,For Whom the Bell Tolls,False
1943,1944,16,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,For Whom the Bell Tolls,False
1943,1944,16,ACTRESS,Ingrid Bergman,For Whom the Bell Tolls,False
1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Katina Paxinou,For Whom the Bell Tolls,True
1943,1944,16,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger",For Whom the Bell Tolls,False
1943,1944,16,CINEMATOGRAPHY (Color),Ray Rennahan,For Whom the Bell Tolls,False
1943,1944,16,FILM EDITING,"Sherman Todd, John Link",For Whom the Bell Tolls,False
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,For Whom the Bell Tolls,False
1943,1944,16,OUTSTANDING MOTION PICTURE,Paramount,For Whom the Bell Tolls,False
1952,1953,25,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,False
1952,1953,25,MUSIC (Scoring of a Musical Picture),Lennie Hayton,Singin' in the Rain,False
1957,1958,30,ART DIRECTION,"Art Direction:  Hal Pereira, George W. Davis;  Set Decoration:  Sam Comer, Ray Moyer",Funny Face,False
1957,1958,30,CINEMATOGRAPHY,Ray June,Funny Face,False
1957,1958,30,COSTUME DESIGN,"Edith Head, Hubert de Givenchy",Funny Face,False
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),Leonard Gershe,Funny Face,False
1961,1962,34,ACTRESS,Audrey Hepburn,Breakfast at Tiffany's,False
1961,1962,34,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Breakfast at Tiffany's,False
1961,1962,34,MUSIC (Music Score of a Dramatic or Comedy Picture),Henry Mancini,Breakfast at Tiffany's,True
1961,1962,34,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,True
1961,1962,34,WRITING (Screenplay--based on material from another medium),George Axelrod,Breakfast at Tiffany's,False
1958,1959,31,ART DIRECTION,"Art Direction:  Hal Pereira, Henry Bumstead;  Set Decoration:  Sam Comer, Frank McKelvy",Vertigo,False
1958,1959,31,SOUND,"Paramount Studio Sound Department, George Dutton, Sound Director",Vertigo,False
1954,1955,27,CINEMATOGRAPHY (Color),Robert Burks,Rear Window,False
1954,1955,27,DIRECTING,Alfred Hitchcock,Rear Window,False
1954,1955,27,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Rear Window,False
1954,1955,27,WRITING (Screenplay),John Michael Hayes,Rear Window,False
1934,1935,7,ACTOR,Clark Gable,It Happened One Night,True
1934,1935,7,ACTRESS,Claudette Colbert,It Happened One Night,True
1934,1935,7,DIRECTING,Frank Capra,It Happened One Night,True
1934,1935,7,OUTSTANDING PRODUCTION,Columbia,It Happened One Night,True
1934,1935,7,WRITING (Adaptation),Robert Riskin,It Happened One Night,True
1944,1945,17,ACTOR,Charles Boyer,Gaslight,False
1944,1945,17,ACTRESS,Ingrid Bergman,Gaslight,True
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,Gaslight,False
1944,1945,17,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,True
1944,1945,17,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Gaslight,False
1944,1945,17,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Gaslight,False
1944,1945,17,WRITING (Screenplay),"John Van Druten, Walter Reisch, John L. Balderston",Gaslight,False
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Robert Boyle, Merrill Pye;  Set Decoration:  Henry Grace, Frank McKelvy",North by Northwest,False
1959,1960,32,FILM EDITING,George Tomasini,North by Northwest,False
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),Ernest Lehman,North by Northwest,False
1959,1960,32,ACTOR,Jack Lemmon,Some Like It Hot,False
1959,1960,32,ART DIRECTION (Black-and-White),Art Direction:  Ted Haworth;  Set Decoration:  Edward G. Boyle,Some Like It Hot,False
1959,1960,32,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Some Like It Hot,False
1959,1960,32,COSTUME DESIGN (Black-and-White),Orry-Kelly,Some Like It Hot,True
1959,1960,32,DIRECTING,Billy Wilder,Some Like It Hot,False
1959,1960,32,WRITING (Screenplay--based on material from another medium),"Billy Wilder, I. A. L. Diamond",Some Like It Hot,False
1963,1964,36,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,False
1964,1965,37,ACTOR,Rex Harrison,My Fair Lady,True
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Stanley Holloway,My Fair Lady,False
1964,1965,37,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,My Fair Lady,False
1964,1965,37,ART DIRECTION (Color),"Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins",My Fair Lady,True
1964,1965,37,CINEMATOGRAPHY (Color),Harry Stradling,My Fair Lady,True
1964,1965,37,COSTUME DESIGN (Color),Cecil Beaton,My Fair Lady,True
1964,1965,37,DIRECTING,George Cukor,My Fair Lady,True
1964,1965,37,FILM EDITING,William Ziegler,My Fair Lady,False
1964,1965,37,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,My Fair Lady,True
1964,1965,37,BEST PICTURE,"Jack L. Warner, Producer",My Fair Lady,True
